Comment,Sentiment
How is CGI managing to get worse?,negative
"Turned off half way through, sooooo boringÉ??<br>Box tick <br>Box tick",negative
How time flies????,neutral
"What a joke. The only Spider Man movie I actually made an effort not to see. What lazy writing...bringing back every other stupid villain from the other movies just because Sony owned those rights. Can&#39;t believe there are people excited to watch this....After Avengers endgame, it seems Marvel is giving up....stupid movies like The Eternals, Black Widow....Spider far from home...wtf is going on ? MARVEL...NO ONE IS FORCING YOU TO MAKE 1 MOVIE A YEAR! TAKE YOUR TIME! MAKE A QUALITY PRODUCTION, DON&#39;T BE JEW DISNEY TRYING TO SPIT OUT A MILLION MOVIES A YEAR. ....OH WAIT....DISNEY OWNS YOU.....now I get it. hahahaha",negative
Another terrible SM with holland,negative
I haver never seen such a disaster movie poor cgi.....just as other stupid Spidey movie,negative
"My spiderman movie. Everything was perfect, characters, story, action scenes, villians and realize date. Made my 2021 ending memorable.",positive
Lool black MJ is disgusting,negative
Scooby Doo?<br>This movie is stupid.,negative
Too bad Venom is just a cameo on this movie ???õ,negative
Sonic the Hedgehog: No Way Home.<br>Sonics from other universes.<br>1: Movie Sonic.<br>2: Satam Sonic.<br>3: Anime Sonic.<br>4: Boom Sonic.<br>5: Archie Sonic (My top #1 favorite).<br>6: Fleetway Sonic.<br>7: Classic Sonic.<br>8: IDW Sonic.<br>9: Zonic the Zone Cop.<br>10: Multiverse Sonic.,neutral
A year ago today??ù?,neutral
It&#39;s still a biggest goosebumps this trailer,positive
This movie was disappointing,negative
All actors are perfectüî• but the story of the movie is worst üíî,negative
"i will probably never have the guts to watch this because i will cry, and i don&#39;t want to. But i will always love spiderman. see look i am crying rn.",positive
"This is the worst episode ever. This is crap. I had big hopes about this part of Spiderman, but this is crap. Flat boring story, etc..",negative
Waiting for 4,neutral
Why are Canadian theatres opening this movie again yet itÉ??s old????,neutral
Trash I can‚Äôt lie very disappointing give it 3/10,negative
I was so afraid that i would get a spoiler. I didn&#39;t even watch this trailer. This is the first time i am watching it.,neutral
this movie was hot trash ????,negative
"Save your money, this movie SUCKS",negative
2 years later itÉ??s already nostalgic,positive
"Goddamnit MJ, stop trying to do a Gwen Stacy, WRONG CHARACTER, WOMAN!!",negative
No way itÉ??s been ab a year,neutral
They were laughing ??ù˝ like he said &quot;Dr. Tutto Tottapius&quot;,neutral
This is worst movie ever taken f***k crap movie,negative
Best movie in The wold,positive
Plz spider-man this crap,negative
After Avengers Marvel is unable to give the same touch as they used too except Shang-Chi every other released movie is average,negative
The goblin is ParkerÉ??s most personal adversary <br><br>Gwen dies <br>Aunt may dies <br>And in the comics tv show or something heÉ??s responsible for MjÉ??s disappearance<br>I also forgot how he traumatized <br>TobeyÉ??s aunt may while she was praying ???è??è´,positive
I have full movie in my channel,neutral
Coming back and looking at this exactly a year later is just crazy,positive
This movie was a masterpiece. Top tier. Probably best in phase 4 (next to Shang-Chi.),positive
The last good marvel movie,positive
I can&#39;t believe it&#39;s already been a year ??ù˝,neutral
Anyone from 2024? Éù?,neutral
"Just everything about the movie and the trailer is so good, like itÉ??s good action, good art, design",positive
I cied wnen ant may died ????????????????????????????,neutral
The ending of the trailer had is all HYPE!!,positive
More terrible humor and Monkey Jane.,negative
they adlibbed when dr strange said let us scooby doo this crap he actually said shit in the film,neutral
Coming here almost eight monts after the trailer dropped stil get chills watching it. I wish we could relive the hype,positive
november 2021/december 2021 was peak fr,neutral
"The popularity veiws were in the brazillions,its a fact and a pun",neutral
"Well now can&#39;t wait to see it. Disappointed with the Matrix reviews, guess they just made that one into a big virtue signaling party.",negative
"Honestly the only movie since endgame I actually fucking loved, doubt ill get as much excitement until GOTG 3 and maybe secret invasion if I&#39;m lucky",positive
Love from Bangladesh ????????????,neutral
the most successful movie with spiderman in the world,positive
"Christmas is coming next month, so I figured IÉ??d buy this movie on Vudu as my Christmas present",neutral
Imagine if they showed Tobey and Andrew landing there and they all leaped to attack them. Everyone watching this trailer would&#39;ve had a heart attack,neutral
"Poor story line, Poor execution, 3 dumb Annoying kids.<br><br>Whats more hurting ?? It‚Äôs to see DR.Steven strange who defeated Dormammu without fully knowing his powers getting defeated by an expressionless kid &amp; his friends &amp; Ned, that ugly fat kid who got the portal open without a slightest struggle kind of killed the legacy of Dr. Strange. <br><br>Pure disrespect of powers &amp; characters on which Marvel was built.",negative
Where is that one person&#39;s comment about this will be the biggest disappointment in cinema history?,negative
"I donÉ??t want to be that fan, but ofc like always, we were robbed hella In this movie.",positive
The memories bro ???õ,positive
Sick of snarky females on film...,negative
"It looks horrible, sorry",negative
"Nobody believed this dude would try to take on 3 former spider super villains himself, I for sure knew it was the perfect strat for them to all come together as spidermen in this movie.",positive
I can&#39;t believe how this movie was succeeded! I watched NWH and Green Goblin being the real villain of this movie is on an Kang level! But some scenes had made me cry even Aunt May&#39;s death. Sometimes I also think if Kang comes out surprisingly and shocked us it would so cool to see Peter vs Kang....,positive
multiple decades to build this once in a lifetime HYPE!!!,positive
"On Sep 2 , Its coming back???ù",neutral
This movie is shit,negative
This Movie Will Be 2 Years Old Tomorrow <br><br><br><br><br><br><br>Time Files Man....,neutral
1 Year ago we witnessed the Most greatest Spiderman Movie ever,positive
I mean itÉ??s 2023 nearly 2024 and letÉ??s be honest this has to be one of the best trailers ever made,positive
A year ago whoa,neutral
"All new spiderman movies all shit asf,even the suit is ridiculousüòÇ",negative
I feel like watching  reality show rather than a movies.. Is not a good cinematic experience and the dialog is awful,negative
"The HYPE around this movie was INSANEÉ??, I will never forget how excited people were to watch this movie",positive
Very bad trailer. Very bad,negative
One year later and this stills giving me chills,positive
Andrew Garfield is the worst spiderman.,negative
"Looking back at it, this movie did not live up to its hype (For me). I feel like it lacked heart and creativity, I know that it struggled during pandemic butÉ??. I just canÉ??t see it as a masterpiece because for me that title belongs and always will belong to Sam RaimiÉ??s Spider-Man 2 É?ùã?è",negative
I can&#39;t wait to watch the movie ???? Does anyone want to share spoilers?,neutral
What a dumb movie or dr strange could just erase what MYSTERIO said,negative
Worst spider character shit,negative
watched this on netflix pretty good and sad and i always see a fricking jojo reference everytime i see a movie ;-;,positive
"Damn, got recommended after almost 3 yrs. I miss the hype",neutral
Great movie Tom holland is a really good actor,positive
"After the release, they still keep Tobey and Andrew a secret...",neutral
Spider man movies are all same. this is very boring.,negative
Looks too childish,negative
the only bad thing about this film is that there isnt much action and there are many plot holes,negative
This movie sucks,negative
Electro: YouÉ??re not gonna take this away from me<br><br>Electro was so much more awesome in this movie then he was in TAS2,positive
this trailer still give me goosebumps even after a year of the movie out,positive
When dr strange said É??please Scooby doo this crapÉ?? in the movie he actually says É??please Scooby doo this sh*tÉ?? which is quite funny ????,neutral
Love tobby. as Spider-Man,positive
Best Marvel trailer of all time?,positive
We also of course need madame&#39;s web,neutral
"I still want to watch this movie, even though I already watched.",positive
"I can&#39;t believe this movie is almost a year old already. Damn, time flies!",neutral
Will Doctor Strange appear in the movie??? ???Ò,neutral
"man, gonna miss the real peter parker in itü•∫felt him in this real badly",negative
It&#39;s happens 3 years ago ???õ,neutral
Dr Strange is the story for me!,neutral
This was the greatest experience,positive
"the present peter makes me sick, annoying kid! ??????è¨",negative
This was the second most hyped MCU movie. Infinity War is 1,positive
This movie was so fucking awesome,positive
Happy 2 years!!!!!,neutral
Even after watching the movie this trailer is amazzzziiinnng,positive
bro was trying to stop a canon event,neutral
Two years later and I still get fucking chills,positive
3 years ago already????õ,neutral
I remember the hype in the tobey and andrew scene in the cinema,neutral
Idc what anyone ever says this movie was the biggest event in spiderman history,negative
"I am more than gladÉ??. More than grateful.. That I didnÉ??t watch a single trailer, a single peakÉ?? NOTHINGÉ?? Giving me not even the slightest chance to get a  spoiler. I just came from a marathon  watching every single movie/show needed in chronological order for this movieÉ?? Let me tell you that I didnÉ??t believe a movie could literally have me screaming of excitement and tears of PURE JOY IN ALMOST EVERY SCENE!!!",positive
What a days !,neutral
This video is 6 months nowü•≤,neutral
It&#39;s been 2 years,neutral
almost 2 years. this hits harder in 2023,neutral
Will always cry for not being able to experience this movie again for the 1st time????????,positive
"Worst and stupidest Spiderman, trying to change the fate of a villain hahahha..saving a life of one for a killing million of lives including her aunt. I strongly suggest not to watch this movie its just a waste of time and money.",negative
"Turned off half way through, sooooo boring‚Ä¶<br>Box tick <br>Box tick",negative
"BRO I WAS SCROLLING DOWN AND THIS HAPPENED TO GET RECOMMENDED,  MAKING ME THINK THAT IT WAS A NEW SPIDERMAN",neutral
"Here for one year anniversary, unreal. We&#39;re all lucky to experience this in theatres.",positive
Once in lifetime experience to watch this movie in theatre&#39;s that I missed I&#39;m never gonna forgive myself for that.,neutral
Last one was so bad idk why I‚Äôd watch this one.,negative
"Watched no way home today in 3d,I have to say: WORST SCI-FI MOVIE I HAVE EVER WATCHED. Thank you so much Marvel for wasting my money and time (not really cause you got your profit)",negative
I bet the black Spider-Man is Bully Maguire.,neutral
but the story of the movie is worst üíî,negative
"So, Spiderman save New York City again in this movie, Damn! Too many times he save it. They have no place shoot anymore always NYC with the background of liberty, that‚Äôs shyt boring to watch‚Ä¶ üñï",negative
When I watched this I cried seeing Tobey maguire my childhood spider man was back we need spider man 4 cos Tobey has still got it,positive
The worst movie ever!!!! Is terrible!!!! 2 and  halt hour lost from my life!!!! Bad!BAD!! ü§Æü§Æü§Æü§Æü§Æü§Æü§Æü§Æ,negative
Why is everyone so annoying in this movie -<i>___</i>-,negative
I tried to know nothing about this film before I saw it.  Thankfully I didn&#39;t and what a surprise!!!!,positive
Toby is only the spiderman. That kid is<br>Is fake,negative
I hate trailers,negative
I really like it. Great movie!,positive
"who is watching this on 2024, 7th of july",neutral
The worst Spiderman I have ever seen. Deeply disappointed.,negative
"I just wish I could experience it for the first time again. I&#39;m gonna watch this trailer, when I grow old and remember how hyped we all were for this movie.",positive
"Here 11 months later, this trailer makes me realize that this movie would of been so hype even without tobey and andrew",positive
It has been one year since the release of this godly trailer,positive
First off we have Mysterio telling everyone that Peter Parker&#39;s spiderman. And then Peter meets Dr Strange. Idk why Dr strange was in the movie. Peter meets the former villains. The villains go berserk. Aunt May is killed. Wasn&#39;t sad at all. Peter meets the two spidermen from different universes. They start attacking the villains and they bring them back to normal. YayüôÑ. After that Peter asks Dr Strange to wash off everyone&#39;s memories. BAD ending. Overall this movie was mid.,negative
"Watching the trailer again makes me nostalgic, it was one of the best experiences in my life that I will never forget, without a doubt the best movie",positive
3 years have passed and it feels like it was yesterday...,neutral
On hacker heat a danger,negative
damn it&#39;s almost a year,neutral
"All of the past villains are returning like Green Goblin, Doctor Octopus üêô  , Electro, Sandman, the Lizard ü¶é &amp; Venom",neutral
Man the day I went to see it was a day I will never ever forget,positive
"To think we all went insane in 2016, when the silver war trailer came out and we saw Spider-Man at the end. Who wouldÉ??ve thought a couple years later we would see all three of them  together.",positive
Number 4 best times of my entire life!!!!,positive
The new MJ girl is terrible. So annoying and goofy.,negative
Lame asf cause upon till now ion see Tobey nor Garfield in any part of the trailer waste a time,negative
Maguire &gt; Garfield &gt; Stupid Childish Holland,negative
Anyone here in 2024,neutral
Time really flies,neutral
"True, I don&#39;t like this peter, too selfish",negative
STOP. PUTTING. MINI. TRAILERS. BEFORE. THE. FUCKING. TRAILER. JUST. PLAY. THE. FUCKING. TRALER.,negative
Marvels Movie ( Spiderman )<br><br>Spiderman: Homecoming<br>Spiderman: Far From Home<br>Spiderman: No Way Home<br>Spiderman: No Way Home More Fun Staff<br><br>NEXT<br><br>Spiderman: A New Home ( 2024 ),neutral
I am Bat- Oh wait wrong video,neutral
First off we have Mysterio telling everyone that Peter Parker&#39;s spiderman. And then Peter meets Dr Strange. Idk why Dr strange was in the movie. Peter meets the former villains. The villains go berserk. Aunt May is killed. Wasn&#39;t sad at all. Peter meets the two spidermen from different universes. They start attacking the villains and they bring them back to normal. Yay????. After that Peter asks Dr Strange to wash off everyone&#39;s memories. BAD ending. Overall this movie was mid.,negative
I love how in their own universes the spider man villains would be super human and considered godly but when they enter the MCU theyÉ??re just normal in the grand scheme of things,positive
ItÉ??s been 2 years ???õ,neutral
"Just watched it on Netflix, mediocre film, just fan service, childish and splattered with stupid sometimes cringe worthy jokes. Dumb plot too. And this Spider-Man sure does not look 17 even though he is shortüòÇ. So glad I did not waste my money watching this forgettable stuff in cinema",negative
Such a good movie,positive
Goblin who want to destroy Peter Parker&#39;s girlfriends from every universe üòÇüòÇ,neutral
i have seen this full movie,neutral
it is kinda trash that its excusevly in theaters and not on netflix or somefin where the other movies are it wouldnt even been so bad if you didint NEED to ,negative
2 years ago today ???õ time flys,neutral
Pointless,negative
Thank you Ant-Man!,neutral
"Meanwhile,in another universe....Sony still showing such trailers and hiding of Andrew and tobey from fans????",neutral
The only good phase 4 movie,positive
Wtf did i just watch. So dumb..,negative
2024 time is going so fast É?≠,neutral
I love the way YouTube canÉ??t say shit so it says crap.<br>Movie: scooby doo this shit<br>YouTube: scooby doo this crap,positive
Spoiler! Doctor strange said scooby doo this SHIT instead of CRAP,neutral
stupid,negative
2yrs for this ???ù???ù????????????,neutral
"He says shit instead of crap, right?",neutral
One word: confused.,negative
This movie is definition of Nostalgia ????????????,positive
The future generations aren&#39;t gonna understand how hype this movie was,positive
My sister cried at the movie theater because of this movie ????<br>Edit:btw happy New Years ????,positive
utter fkn drivel. bottom of the barrel,neutral
"Sony nobody wants you to be a part of spider-man, give them back to the MCU...you are worthless and you are going to destroy spider-man. You are just riding off the coattails of the MCU. You&#39;ve destroyed every single marvel property you put your hands on. We hate you and we will boycott every movie that you touch if you do not give Spider-Man to the marvel fans and the MCU",negative
U know.whats funny we can all be spider man just move up In a nice neighborhood in New York and let aunt may send u yo college ????????,neutral
 this story is a issue created by spiderman to hide his identity ü§£ü§£ü§£,negative
Who&#39;s here in 2025?,neutral
why is this nostalgic,positive
I love this film A LOT... But my logical sense is always tingling<br><br>How can you resurrected 2 death characters from other world and drag them into your world?,positive
"I hated it.<br>Just a bunch of cobbled together action scenes and every character is now a politically correct reinvented version. <br>Congratulations to all the old actors who came back and whored themselves out for a paycheck (Uncle Ben would not approve).<br>They made a billion dollars but I hope the next one makes more sense and at least tries to resemble the actual comic book storyline.<br>Thankfully in the end it was all &quot;erased by magic&quot; and now we can forget it ever happened, even the 2 hours of our lives and $20 or so we spent going to see it.",negative
"Worst line ever written: &#39;Let&#39;s scooby doo this crap&#39; - Dr Strange (hold my beer) &#39;Let&#39;s scooby doo this crap, please.",negative
Only good marvel movie after endgame and we all know why????,positive
After 2 years anyone watching this trialer? This trailer still getting goosebumps ????????,positive
"Truly a once in a lifetime experience, the hype when Tom posted the first teaser on his Instagram account and the day the movie finally came out...",positive
This trailer is 1 year old already!! ???è,neutral
The emotions this movie gave me????,neutral
It&#39;s been a year,neutral
I miss the hype it was GENERATIONAL,positive
"Making Miles Morales Spider-Man film in the Multiverse Saga Miles Morales&#39;s Spider-Man film in Tobey Maguire Spider-Man Universe in which Death of Tobey Spider-Man,Miles Morales Spider-Man Release After Avengers:Secret Wars &amp; Death of Tobey &amp; Andrew as mentor",neutral
Who is see this in 2024  ????,neutral
Why J Johna jameson (the daily bugle reporter) doesn&#39;t went back to his universe..he is still present in this universe. How&#39;s this possible? Anyone knows??,neutral
Bruh how is it one year old ????,neutral
Lee Larry Martin Elizabeth White Cynthia,neutral
Love the movie so good,positive
Stupid spiderman‚Ä¶ all died because of him,negative
Please is it an adult film or for the kids?,neutral
"When this trailer first dropped, I remember how hyped everyone got when the &quot;Hello Peter&quot; happened, the theater i was in went nuts",positive
Nicholas Hammond as the original Spiderman should have been in this.,neutral
Nothing in life will ever compare to the hype of this movie. Millions of people all having some of their childhood heroÉ??s returning together in an epic MCU movie. <br><br>The build up with the leaks and constant rumours of if this person is actually in the movie.<br><br>And then when it finally happened. All the theatres losing their mind when the three Spider-Man came on screen,positive
The magic was that everybody forgets that Parker is Spiderman. So why Parkers friends forgot complet him ????? Is a movie error??,positive
The masterpiece,positive
Miss those times??ùß,neutral
No way this was a year ago..,neutral
Looks crap,negative
What a trashhhhh,negative
"Dr. Octopus, green goblin, and harry osborn is die, but they get double alive , maybe its named edo tensei",neutral
Insane to see what so many franchises became in 2 years...nobody is interested in MCU anymore.,negative
Anyone here 2026?,neutral
"3 years ago I was in an online class and this droped,the next second itself I clicked this????",neutral
one of the worst movie ever,negative
Wow 3 years ago today this trailer was released.,positive
Ugh.. I hate him.,negative
"few months ago i believed nothing will top the hype of this movie, but kevin fiege announcing &quot;the kang dynasty&quot; and &quot;secret wars&quot; oooof 2025 is gonna be lovely.",positive
How I wish I could go back in time and witness this hype again,positive
This was the last marvel movie with real hype,positive
they tried SO hard to get rid of toby and Andrew from the trailer,neutral
its been 2 years,neutral
I watch this movie and then I watch trailerüòÖ,neutral
I MISS THIS MOVIE SO MUCHÉù?,positive
"you just had to be there, from the trailer release to the movie itself... you just had to be there, 3 generation of spider man, didyouknowhowlongwevewaitedforthis?",neutral
The hype when this trailer dropped was immaculate,positive
2 years of this trailer! Gosh it felt like yesterday we were so hyped about it LMAO. Time really flies :),positive
Time flies by so fast......one year......??ù˝,neutral
Pointless movie,negative
Just imagine: This Movie almost didnÉ??t happen.,neutral
"Marvel sucks, this is not cinema.. Is a game for kids",negative
"Bad movie, ",negative
"Only one peter parker is here haa,, marvel @ sony making us fool ????????",neutral
Movie will be pathetic without Tobey,negative
"I just notice that this movies don&#39;t take serious this times, just like the teen Titans of this generation ????",negative
Trailer shows too much as usual,negative
"Looking back on when this trailer came out, I felt the same nostalgia I felt with Tobey&#39;s movies",positive
"This movie had sooooo much potential, till they only had three spider men for only 30 mins",positive
bro so we juss gonna act like electro saying É??you not gonna take this away from meÉ?ù isnt so badass cuz ts still give me goosebumps even after watching ts so many times,positive
"When I went to the theaters to see this movie in Dothan AL, the audience cheered when Andrew Garfield and Tobey Maguire appeared. That was the first time I&#39;ve been in a theater where the audience cheered. And I can say it was awesome.",positive
This was released 1 year ago???˝,neutral
The ending was so sad I hope at spider man 4 they will reverse when he said forget about peter parker spider man,negative
just watched this trailer and not sure i watched the movie or not.,negative
Spider-Man No Way Home rating - Better Than Sex!!!,positive
Anyone here in September of 2024?,neutral
When another Spider Man movie comes out I want the final battle to be all 3 actors of Spider Man Vs Venom &amp; Carnage,neutral
"If everyone comes from multiverse who knows Peter Parker is Spiderman than, why not mj, Eddy Brock,Gwen,harry,Gwen father???",neutral
Honestly it&#39;s not a good movie I expected better the whole story on Spider-Man is ruined this new character playing Spider-Man horrible choice,negative
after watching the movie i kind of hate tom Holland&#39;s Spiderman because of his personality he wants to change everything without thinking the consequences,negative
The worst spider man caract√®re ever I hope Toby back,negative
In my opinion a better movie than across the spiderverse,positive
Where&#39;s toby and garfield????????????????,neutral
"1 year ago today, doesnÉ??t seem like it tho",neutral
this movie is so inferior (like all the cheesy marvel movies now...) cant wait to never watch it,negative
The movie is not good at all rather very poor. Script is not at all exciting. Too much animation.<br>Very disappointed. Overall rating 2/10.,negative
It was best movie after endgame,positive
I came back here after 1 year since this trailer. THE HYPE WAS REAL. I miss it???õ,positive
MJ: <b>*falls*</b><br>Tom: <b>Jumps</b><br>Andrew: <b>Jumps</b><br>Tobey: &quot;I missed the part where that&#39;s my problem&quot;,neutral
"it&#39;s sad üòû... now i know why it&#39;s called &quot;No Way Home&quot;..<br>In the end, he is Alone and Forgotten...",neutral
Great movie,positive
"how do they make such huge action so very boring, its a real skill",negative
One year of history Éù?ã?è???ê,neutral
bro marvel managed to hide the other spiderman,neutral
I never liked doctor strange but I support the Spider-Man thingy with old villains,negative
"Peter, youÉ??re struggling to have everything you want.  While the world tries to make you choose.",neutral
3 years old and a Classic.,positive
"Damn. This comment will get buried and no one will see it. But whatever. I don&#39;t watch trailers for movies I know I want to see. Been doing it this way for a while. Instead, I watch the trailer after seeing the movie to see what would have been ruined had I watched the trailer. My word. I just got back from seeing this movie and just watched this trailer what a bad trailer. So glad I didn&#39;t watch it before seeing the movie.",negative
"Hi, I&#39;m spanish speaker. Somebody can tell me because Strange say &quot;So Scooby-doo this crap&quot;? Which is the context of the sentences? I know that Scooby-doo is a cartoon ????????????",negative
Chomo,neutral
Happy 2 year,neutral
That looks very extremely Boring,negative
I havent seen this yet,neutral
The beginning is boooring,negative
This PC parker is the most annoying spider man,negative
Tobey : Harry Saved me !! <br>Andrew : He Killed My Girlfriend !!<br>Tom : Who The Hell Is Harry ?? !!,neutral
The only good thing we got from Phase 4,positive
Worst movie,negative
Coming back to this trailer IÉ??m now just realizing that even the first few seconds (the trailer for the trailer) gives me chills.,positive
I wonder why Harry Osborn from the Raimiverse isn&#39;t in here...he died knowing Parker was Spider-Man,neutral
Still gives me chills,positive
WHO COOKED WITH THIS SOUNDTRACK,positive
"year later, still doesnÉ??t feel real",positive
"Just watched it.  I am disappointed. My expectations were so high‚Ä¶ Weak plot, predictable and pure fan service. You can do better Marvel",negative
This video is 6 months now??ù˝,neutral
It looks so bad can they not recycle their movies 10 times and come up with new stuff,negative
Guys if you look lose at this movie when they were fighting thanos nearly returned,positive
it&#39;s a big mess for peter üòê,negative
Philippines did us dirty with this movie they really didn&#39;t released it until January its over two and a half years ago but im still pissed lol,positive
Stupid movie with ultra stupid main character,negative
Can they make a trailer with all 3 peters now??????,neutral
Anyone watching in 2023?,neutral
2 years wow ????,neutral
Who&#39;s here before Ant man and the wasp:Quantumania?<br>????,neutral
It was completely a let down movieüëéüëéüëéüëé,negative
CanÉ??t believe itÉ??s been 2 years ???õ,neutral
How does the green goblin return,neutral
Anyone else come back and just watch the trailer to TRY and get the same É??specialÉ?ù feeling when we first saw it? ???ù???ù???ù,positive
This is the crazy movie of marvelÉù?,positive
"Coming back to revisit the anticipation and see the alternate footage, interesting stuff (and GREAT movie). ???˙???????˙",positive
ANYONE IN 2024 ???? <br>????,neutral
My kids wonÉ??t understand the hype that was around this trailer,positive
I would love for MARVEL to create a movie based on the original spider-woman/ Jessica Drew and she meet Peter Parker! I love all of the spider-man movies and can&#39;t to see what Peter Parker gets up to next. Thank you for your time to read this xxx Éù?Éù?Éù?Éù?Éù?Éù?Éù?Éù?Éù?,positive
Its been one year since this dream movie has been released,positive
Movie was fire. This trailer was epic,positive
One year ago????,neutral
"Here after watching the movie????. This my favorite Spiderman movie cause the superhero has to deal with the real consequences of his actions. I know if Peter had just let Dr strange send the villains home there would be no plot. However the consequences of peter choosing otherwise made me so happy, don&#39;t try to change fate.",positive
today marks the day when this movie became 2 years old ????,positive
This is bad,negative
They shouldÉ??ve switch electro for vulture IMO,neutral
This was the last great Marvel movie.,positive
1 year later in theter,neutral
Trailer purposely doesnÉ??t show Andrew and tobey,neutral
"The movie gave me what I always wanted as a kid, all the Spider-Men coming together in the end.",positive
"I&#39;ve not been a big fan of spider man movies.  This to me compleatly failed, I cringed a lot, the jokes was bad, the story was compleatly screwed up in my opinion. I was cheering for  Dr Strange when he fought Spider Man. <br>This movie had a lot of moments that fans of the Spider Man movies would love. Some cool action scenes. <br>But when I don&#39;t support the main hero in a Superhero movie it just flopped for me.  4/10",negative
Someone needs to stop time <br>Man,neutral
Who here after seeing spiderman no way home again in theater....,neutral
The forced diversity is a joke,negative
How like the spider man do like in this comment,neutral
"Why is everyone making such a big deal of <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=142"">2:22</a>??? The lizard is clearly trying to take down John Cena smh",negative
Venom The Last Dance Is Out Now!,neutral
Sony please don&#39;t release small clips as big game TV  spot <br>It will reduce the hype of the movie,negative
the line,neutral
Trailer is still epic,positive
"Can we agree that all 3 Spider-Men are in the scene where Spider-Man lunges at Sandman, Electro and Lizard. I mean what is Lizard dude jumping at?",neutral
It looks pretty lame.  Is there even a story or is it all special fx and gimmicky jokes?,negative
I can&#39;t believe one year have past ??ùß,neutral
"idk but, originally, it was:<br><br>WV &gt; MoM &gt; NWH, but due to the pandemic, there were delays. So it became WV &gt; NWH &gt; MoM<br><br>Maybe thatÉ??s why dr strange feels odd and too confident in NWH because heÉ??s been corrupted by the darkhold, but the storyline shifted bc of pandemic?? ????",neutral
Am i the only one who came back here...just to realise... how much hype it really gave us!!!,positive
William freaking Defoe as green goblin hell yea,neutral
i recommend a crazy movie for everyone to watch,positive
The multiverse Is real,neutral
"Youre not Peter Parker , that masterpiece moment",neutral
Best movie till now ???????ù???ù???ù???ù???ù,positive
One year already I think now would be a great time for the dark bully venom spider man because he lost everything,positive
Wow this was two years ago. Crazy how fast time is,neutral
"Man it&#39;s been a year since this movie dropped, good times",positive
3 years of no way home Éù?,neutral
ItÉ??s been exactly 1 year ???˙???˙???˙,neutral
Well Can I get Multiversal Movie of this Level?<br>I know DC is not badass Studio like marvel. I should not expect anything for me.,negative
This one gets way more than 5 stars!!,positive
It&#39;s weird that he says &quot;ever since I got bit by that spider&quot; which we never saw in the MCU.,negative
I would do anything to go back and watch this movie with my friends,positive
"This was literally avengers:endgame, PURE CINEMA???ù????",positive
I bet it&#39;s gonna be a 3 hour long movie üòÇ,neutral
Th?? a frensh discrict attomay that was before 2000&#39; a pimp in a frensh town Marseille (Molins ) invented to be for a group drugs and uneducated that wanted to hide th?? ignorance by studiesat more than 35years old and th?? actions of their Friend clone of gabrani (Sonia gabroune th?? actress that was killed by Donald Trump 80&#39; ) ...that was directory (by them ) of Inception (th?? movie ) that all th?? movies of 2005 (but James Bond 2005 as he sawtwo directories  and could not insult th?? second directory  goerge odowd th?? singer boy George ...and was afraid from th?? british passeport of him and did note know that boy George as other jewhish gays dont have th?? right to sing in Great britain (passeport and nationalit?? for r??sidence ) ..th?? other movies (Batman th?? story of who swallowed th?? blood of th?? Real one and  x m&#39;en and Bad men and 1917 and the walkirie and th?? jaws the salahuddin atubi (oriental version of kindom oh heaven  and ... ) and were insulted by accusations of volontaire  sex working against th?? directory even if it was known that was poushed to the street been killed then were guarishedthe Minds(many people) from th?? mental and psychoatric manipulation no addiction or volontaire sex working After one year of this ...????,positive
Omg this look so boring,negative
"Kids nowadays can never understand how much hype this had. Like everyday we were getting theories... Damn, I kinda miss those days",positive
Nobody is going to forget,neutral
Adrue Garfield and tobey maquire are in the movie sorry for spolers,neutral
I think this is just an average Spiderman movie. Far from home was better imho,negative
This ending is so sad????????,neutral
This came out in 17th of December 2021 God damn I feel like it came out a month ago and it&#39;s 2023 now,neutral
This movie was so hype,positive
I understand why people disliked Tom Hollands Spidey Trilogy IÉ??m also one of those people who had trouble with it cause in the MCU Peter was like a puppy under TonyÉ??s feet all the time but his character development in this film finally got rid of it and even if Tobey or Andrew werenÉ??t in the film it still wouldÉ??ve been good and gave him the character development he needed.,positive
Spider-kid.  Looks just as crappy as the last Spider-kid movies.  Like made for TV afternoon specials.  Disney sucks.,negative
"I watched this movie 10 times, But now I want to watch New Home instead of watching No Way Home for so long",positive
"I see a lot of people saying this movie is a masterpiece, calling this movie a masterpiece just for the fact that all 3 spiderman appeared is just nonsense, this movie is extremely badly written, I&#39;m not saying it is a bad movie, seeing the 3 spiderman unite is quite unique, however the movie relies heavily on nostalgia, that&#39;s the only thing that makes it good, take away Garfield and Maguire and it will just be a regular movie with bad CGI and a poorly written plot... comparing this to actual masterpieces should be ilegal",negative
2 years later still the greatest movie ever.,positive
Anyone here after Tony is casted after Dr doom????,neutral
It&#39;s not every day that a superhero gets to team up with other versions of themselves to battle the villains from other universes,negative
Infinity War <br>Endgame <br>No Way Home <br>I am glad I am born in the right generation to witness such kind of masterpiece films of marvel.,positive
This is the second best mcu movie behind Avengers: Endgame,positive
I was so lucky it was my first movie which i watched in theatre on my birthday at 15 dec when i watched the movie i cant explain what it was for me the crowd went absolutely mad on tobey and adrews entry i always watched both of them as my childhood spiderman i just love this movieÉù?,positive
can we all agree that this movie is the greatest fan service of all time,positive
