Comment,Sentiment
"Spider-Man: No Way Home (2021) <br>Director: Jon Watts <br>Filming Dates: October 14, 2020 - March 26, 2021 <br>Release Date: December 17, 2021 <br>MPAA Rating: PG-13 [Parents Strongly Cautioned] <br>Runtime: 2 hr 28 min (148 min)",positive
the hype for this movie was actually insane,negative
they cut the parts with all three spider-man out,neutral
Can&#39;t believe this movie is real it&#39;s literally too good to be true,positive
"Nobody believed this dude would try to take on 3 former spider super villains himself, I for sure knew it was the perfect strat for them to all come together as spidermen in this movie.",positive
2 years passed without a spidey film,neutral
Andrew Garfield was across the street at the Paris Theater in NYC promoting Tic Tic Boom when this trailer dropped.,neutral
2 years is wild,positive
You don’t need to have powers to be a superhero <br>you just need to be a good person,positive
it&#39;s being 2 years and i still enjoyed it😅❤,positive
Next movie must be &#39;Spider-Man Homeless&#39;😂😂😂😂,neutral
"The ability of the Spider-Man films to portray Peter Parker&#39;s dual life—that of an apparently normal teenager juggling the extraordinary responsibilities of being a superhero—is one of their most notable features. The struggle to strike a balance between one&#39;s personal life and one&#39;s responsibilities as a crime-fighting vigilante, whether played by Tobey Maguire, Andrew Garfield, or Tom Holland, is a recurring theme in the films. Because it captures the universal struggle of juggling conflicting facets of one&#39;s life, this theme appeals to audiences.Filmmakers can now vividly depict Spider-Man&#39;s web-slinging stunts and fights against strong adversaries thanks to advancements in visual effects. Movies featuring superhero action sequences that go beyond swinging through New York City skyscrapers and taking on legendary villains like Venom, Doctor Octopus, Green Goblin, and the Vulture have set a higher standard.Furthermore, what sets Spider-Man movies apart is how moral quandaries and the human side of superheroes are portrayed. Audiences are deeply impacted by Peter Parker&#39;s internal struggles, his desire to do good, and the sacrifices he makes for the greater good. In conclusion, by fusing exciting action, gripping narrative, and likable characters, Spider-Man films have irrevocably altered the film industry. These movies, which feature everyone&#39;s favorite amiable neighborhood superhero, never fail to enthrall audiences, whether they&#39;re swinging across cityscapes or navigating life&#39;s challenges.",positive
I don&#39;t really like every new Spider-Man that comes Now you really compare Toby&#39;s and Andrew&#39;s Spider-Man with this generation&#39;s Spider-Man,positive
This was the greatest experience,positive
"Best movie ever! This is the greatest MCU film of all time in my opinion besides Black Panther, Endgame, and Guardians of the Galaxy.",positive
Anyone watching in 2023?,neutral
NOTHING will top the hype of this movie not even Avengers,positive
I literally woke up in the midle of the night to watch the trailer 😂,neutral
"I’m here, exactly 2 years after this trailer released ( 18th December 2023) and I’m still having goosebumps watching this and writing this comment! This was the best ever thing! 😭😭😭 that hype was real!! Something else",positive
"In hindsight, its CRAZY how much they spoil in this trailer...",negative
Love from Bangladesh 🇧🇩💖,positive
2 years ago we got this amazing movie🥹🫶🏾,positive
Can&#39;t believe it&#39;s 2 years now,neutral
2 years....,neutral
"Damn, 2 years now?",neutral
I can’t believe it’s been over 2 years since this master piece of trailer dropped. I am grateful 🥹 for being able to experience this,positive
2 years after this trailer... Feels like yesterday,neutral
I have no idea why but after 2 years i am back here 😂,neutral
Exactly Two years since this trailer released,positive
I remember waiting for this trailer the whole day and i woke up so early to watch this trailer<br>damn..,positive
I&#39;m so excited for this movie 😍 I think tobey maguire is ganna be in no way home 👀,positive
Still feels surreal,positive
Man I’d love to time slip to my theatre of December 17,positive
2 years...,neutral
As of today it&#39;s been officially 2 years since this amazing trailer has been shown. I say this is the 2nd best marvel trailer of all time after Avengers: Infinity Wars. Oh how I wish I can go back to 2021 and relive the hype again.,positive
Here I am at 2 year at that trailer,neutral
2 years,neutral
"Wow 2 years ago,time flies man.I remember being so hyped for this movie",positive
2 years already,neutral
"two years, wow",positive
2yrs for this 💥💥🤌🤌🤌,neutral
Two years ago today was when I felt the ultimate hype for this movie,neutral
TWO YEARSSSS,neutral
This trailer released 2 years ago today. Man the hype feom the trailer was awesome.,positive
Two years later and I still get fucking chills,negative
Happy 2 year anniversary,positive
Happy 2 years!!!!!,positive
Wow this was two years ago. Crazy how fast time is,negative
2 years of this trailer! Gosh it felt like yesterday we were so hyped about it LMAO. Time really flies :),positive
I understand why people disliked Tom Hollands Spidey Trilogy I’m also one of those people who had trouble with it cause in the MCU Peter was like a puppy under Tony’s feet all the time but his character development in this film finally got rid of it and even if Tobey or Andrew weren’t in the film it still would’ve been good and gave him the character development he needed.,positive
I miss the hype it was GENERATIONAL,neutral
2 years passed of this trailer... wow...,positive
Love the movie so good,positive
Bro idk how I knew this trailer came out 2 years ago. Woke up and I was like wasn’t the no way trailer dropped today in 2021. Crazyyy….. 😂😂😂😂,neutral
One year later and this stills giving me chills,neutral
I Am Missing The Incredible Hype Of This Movie 👑👑,positive
i want this movie once again in theaters,neutral
Bro I cannot wait for this to come out next month,neutral
Man I just re-watched this and found it even more awesome then in theaters it was so epic man Nothing compared to the hype,positive
This Movie Just Makes Me Appreciate The Sam Raimi Trilogy Even More And More!,positive
Mary Jane is wrong  and what is that stupid Chinese or hawiian boy is ..why act and look so stupid ...and not spiderman more like spiderboy,negative
Aunt May&#39;s death and Tom Holland weeps: 😪😴<br>A tough moment as Tom Holland bids farewell to his girlfriend and best friend: 😪😴<br>The returns of the villains: 😱😱<br>The Spiderman returns of Tobey Maguire and Andrew Garfield: 🥺🥺😭😭,positive
Lool black MJ is disgusting,negative
"This movie is a masterpiece, I love it so much. Nothing will ever compare to the No way home movie theatre experience, I’ll never forget it. I love all the spider man movies so much. This movie is so special to me since I grew up with the Raimi spider man’s and I have seen all the movies and I love them all. Spider man will always be my favourite super hero",positive
Will never get over hearing Goblins voice and just chills!!!!,neutral
this trailer still give me goosebumps even after a year of the movie out,neutral
Will go down as one of the most iconic movies of all time,positive
This movie is something else! Insane.,negative
The beginning is boooring,neutral
What soundtrack is?,neutral
S&#39;il vous plaît faites The Amazing Spider-Man 3 🥺🙏,positive
people really watch this shit? this looks terrible,negative
I remember watching this with my friends at the cinema… what a day to remember,neutral
Over one year so fast. Spider man Should return.,positive
"I remember the hype for this SOOO much, I remember watching this trailer over and over",positive
The editing in hiding Tobey and Andrew was SPECTACULAR,positive
I miss the hype for this movie so much 😭,positive
Man the no way home era was an elite time seriously never before have I ever seen so much hype for a movie. Also living in the UK we never cheer in our cinemas not even for endgame but for this we all went crazy,negative
"I just wish I could experience it for the first time again. I&#39;m gonna watch this trailer, when I grow old and remember how hyped we all were for this movie.",positive
I really hope they make another one❤️,positive
Will always cry for not being able to experience this movie again for the 1st time😭😭,positive
What an experience i had with this movie!!!,neutral
It’s crazy how i completely missed hearing about this movie.  I wonder why they didn’t do a better job at marketing it and hyping it up,neutral
It all went downhill from here,neutral
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=90"">1:30</a> this trailer goes from being fine to being epic",positive
God i hated and loved this movie 😭,negative
"Seeing this in theatres was an experience. This trailer was hype, but the film itself surpassed it by leaps and bounds.",neutral
I just watched this movie and was completely unprepared of three spidermans and bad guys from the past. Didn&#39;t watched a trailer and nobody told me about. 😅just blew my mind. I couldn&#39;t believe it.. All three in one movie 😅amazing.. Just amazing. 🙏🏽👍🏼😊👏🏼well done.,negative
This is the second best mcu movie behind Avengers: Endgame,positive
This was the shit man I miss the hype,negative
"It&#39;s nearly 2024, can&#39;t understand how the time flies... I wish that hype from these times to come back again and to watch the movie for the first time.",positive
This movie&#39;s hype will always be next to Endgame,neutral
This was the most depressing spiderman movie ever.  I wish it had never been made.,negative
I just wanna live my total life in the hype of this movie ❤,positive
"Is it me or did anyone see other spideys in this trailer???, 🤔🤔",negative
I didn&#39;t watch the movie the reason was Toby maguire has been the main character from the first 3 movies and my opinion he would still make a great spider man,positive
Trash movie made for kids.,neutral
There&#39;s never gonna be another infinty war craze <br><br>And then they drop this heat.,neutral
I mean it’s 2023 nearly 2024 and let’s be honest this has to be one of the best trailers ever made,positive
After 2 years anyone watching this trialer? This trailer still getting goosebumps 🤯🤩,neutral
No way home was a 9/10 movie  i think tobey and andrew could had moree scenes,neutral
this movie cemented my dislike to the Peter Parker that Tom Holland portraits and the MJ in the same universe.<br>I personally prefer the portrayals of Andrew Garfield and Tobey Maguire.,neutral
I wanna experience this in theatres AGAAAAAIIIINNNN,neutral
"DREAMing of these comic books, my favorite Comic Book store is Secret Headquarters it makes me yelp",positive
A year later and I just realized that the Far from home trailer got more views than this one,positive
Thank you for this movie. Thank you for the message. It helped me be more aware of enemies as well as heroes and you GOD. Thank you that you’re always speaking. Nothing was made that was not made by you. ❤❤❤,positive
Andrew Garfield entry and future generations kids be like: why this people yelling at him,neutral
Will always remember this feeling,neutral
This movie came out almost 2 years ago wth,neutral
In my early 20 I watch Tobey M as spiderman i the cinema and know 20 years later.....this.<br>Can&#39;t belive I just learn about this movie now 😮😮😮.  <br>Its amazing.,positive
"To think we all went insane in 2016, when the silver war trailer came out and we saw Spider-Man at the end. Who would’ve thought a couple years later we would see all three of them  together.",negative
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=94"">1:34</a> spider-man in a scandinavian forest looks so illegal to see",negative
"My spiderman movie. Everything was perfect, characters, story, action scenes, villians and realize date. Made my 2021 ending memorable.",positive
He said he got bit by a spider then how come he makes his own web fluid this is so confusing me.,positive
almost 2 years. this hits harder in 2023,negative
After almost 2 years i still got massive chills from this trailer,neutral
This movie made 2021,neutral
This one gets way more than 5 stars!!,positive
Too bad Venom is just a cameo on this movie 😢,negative
This movie was so hype,neutral
"If I could go back and relive this experience again, I would. One of the most pinnacle moments of my life. Glad I lived to see it.<br><br><br><br><br><a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=130"">2:10</a> I&#39;m also now just realising that you can hear the sound of Andrew Garfield&#39;s web shooter going off... how did we all miss that? 💀",positive
"Youre not Peter Parker , that masterpiece moment",neutral
almost 2 years is crazy🙏😭,neutral
"One of the three best MCU movies in Phase 4 and 5 in my opinion<br>Vol 3, No way home and Wakanda forever",positive
"I remember watching this movie with my girlfriend and now she&#39;s already with someone else. I really miss her and the tickets of this movie, I still have it and kept it.",positive
Only we guys know how much  hype this movie created,positive
One of the most overrated comic book films of the year.,positive
"Tom Holland is the best Spider-Man in every Universe . Let’s go, I loved the movie",positive
2021 Was an incredible Year for movies. Hype was insane back then.,negative
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=141"">2:21</a> the fact that they didn&#39;t show Tobey Maguire and Andrew Garfield is amazing",positive
Sony Pictures Home Entertainment Marvel Entertainment Walt Disney Studios Home Entertainment,neutral
"This is the worst episode ever. This is crap. I had big hopes about this part of Spiderman, but this is crap. Flat boring story, etc..",negative
Dont get me started on Doctor Strange and the little nerd back on earth 1999999,negative
OK.,positive
Great.,positive
Great,positive
I can&#39;t it&#39;ll be almost 2 years 😫,neutral
Time really files.,positive
"Watching this for the first time was amazing, i loved the ending and every moment of it, 10/10 masterpiece right here!",positive
Tom Holland is the best Spider-man,positive
This was the worst Spider-Man movie ever made.,negative
"Most of Spider-Man’s enemies are not evil like Sandman he was just doing that for his daughter and if his daughter was ok then Sandman won’t be evil, electro was just sad that no one cared about his birthday and when he turned into electro everyone started to shoot him, Green Goblin 2002 was forced to take the Goblin Serum so the company don’t fall but certainly the serum was not finished 100% and it has some side effects",negative
The best movie and hype i ever experienced. Truely this made me so happy.<br><br>I so want to relive that hype. Again. <br><br>Pls god make a better movie than this and make us relive the hype.,positive
"This is not a movie, this is an emotion for us🙂",neutral
U know.whats funny we can all be spider man just move up In a nice neighborhood in New York and let aunt may send u yo college 😅😂,positive
"Most overrated and sh*ttest movie I&#39;ve ever seen. This is just a stupid fan service, I don&#39;t understand why people call it &quot;A Masterpiece&quot; 😅😂",negative
My prediction 2 years ago was 65 percent right,positive
"Peter, you’re struggling to have everything you want.  While the world tries to make you choose.",negative
wanna watch it again in the theater plsss.,neutral
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=151"">2:31</a> I knew deep down they were bringing Andrew back for this scene when I first saw it and it made me extremely happy",positive
Best movie till now 🎉🔥🔥🔥🔥🔥,positive
When I watched this I cried seeing Tobey maguire my childhood spider man was back we need spider man 4 cos Tobey has still got it,neutral
Where&#39;s toby and garfield💀💀💀💀,neutral
"Bro really started from being a ballet dancer, to spiderman and then taking backshots. Bro isn&#39;t shooting webs, he&#39;s getting webs shot into him.",positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=91"">1:31</a><br><br>“You’re flying out into the darkness to fight ghosts”<br><br>Line never gets old",positive
Dude I remember being so hyped for this move that when I saw the green goblin on screen for the first time I jump in my seat and maybe almost shouted,positive
"I remember what I was doing when this released, I was chilling, Watching Call Me Kevin play Until Dawn, When I saw that this trailer came out, And that was my best November 16th ever",positive
"Sony, my point is that the Andrew Garfield trilogy should end.  After the movies morbius and kraven the hunter, the amazing spider-man 3 should also be made. we should see shailene woodley as mary jane watson and the sinister six that will probably be created through oscorp and andrew garfield&#39;s black suit",negative
"They weren&#39;t fooling anyone, tom landing on his own in a wide shot, the villains coming into toms universe with no hero, sandman and lizard diving for no one 😂😂",positive
Spider-man is now more popular than Batman.,positive
Can’t believe almost two years since this movie was coming out. I remember how insane the hype was. Good times🥲,negative
nice movie with handsomessss,positive
I can&#39;t wait to see Spider-Man 50: Old Folks Home.,positive
Great movie Tom holland is a really good actor,positive
i want to go back in time to watch this movie for the first time again and know all the characters there (i wasnt a marvel fan before nwh),positive
Aamir is Norman Osborne<br>Shah Rukh is Tony Stark.,negative
"It&#39;s been a year.. but still, i blame aunt may for everything.. just stay dead may... godddd",negative
You’re telling me that this one trailer got 80 MILLION views!! Dam spider man must be marvels fav,neutral
"I went to a pre-release of the movie at 12 PM and I can’t explain how close I was to losing my voice due to all the screaming. Jesus, the hype for this movie was so damn worth it.",positive
"If there was a time machine to go back to late 2021 to relive the hype, I would.",negative
Thé a frensh discrict attomay that was before 2000&#39; a pimp in a frensh town Marseille (Molins ) invented to be for a group drugs and uneducated that wanted to hide thé ignorance by studiesat more than 35years old and thé actions of their Friend clone of gabrani (Sonia gabroune thé actress that was killed by Donald Trump 80&#39; ) ...that was directory (by them ) of Inception (thé movie ) that all thé movies of 2005 (but James Bond 2005 as he sawtwo directories  and could not insult thé second directory  goerge odowd thé singer boy George ...and was afraid from thé british passeport of him and did note know that boy George as other jewhish gays dont have thé right to sing in Great britain (passeport and nationalité for résidence ) ..thé other movies (Batman thé story of who swallowed thé blood of thé Real one and  x m&#39;en and Bad men and 1917 and the walkirie and thé jaws the salahuddin atubi (oriental version of kindom oh heaven  and ... ) and were insulted by accusations of volontaire  sex working against thé directory even if it was known that was poushed to the street been killed then were guarishedthe Minds(many people) from thé mental and psychoatric manipulation no addiction or volontaire sex working After one year of this ...😊,positive
Across the spider verse is out and this movie is still so amazing🔥,neutral
"Because of Brazil, we knew Tobey and Andrew were in this film",neutral
I would watch this trailer every day when it first came out,positive
Still The Greatest Marvel Superhero Movie Of All Time,positive
I feel bad for those people that didn’t experience this movie like the rest of us,negative
"The HYPE around this movie was INSANE…, I will never forget how excited people were to watch this movie",positive
Bro the hype for this was crazy!<br>“Is Tobey and Andrew Garfield gonna be in no way home?”<br>Good times😂,neutral
Great movie,positive
"&quot;Peter, your struggling, to have everything you want, while the world tries to make you choose&quot;",negative
Crazy how I just seen this movie today and I even missed the pre hype to it smh never even seen the trailer until now but definitely top 5,negative
But where is Venom?,neutral
Green Goblin: Peter your struggling to have everything you want while the world tries to make you choose.,negative
"&quot;Maybe she didn&#39;t die for nothing,  peter &quot; ❤️‍🩹",neutral
"Here after watching the movie😂. This my favorite Spiderman movie cause the superhero has to deal with the real consequences of his actions. I know if Peter had just let Dr strange send the villains home there would be no plot. However the consequences of peter choosing otherwise made me so happy, don&#39;t try to change fate.",positive
Trailer purposely doesn’t show Andrew and tobey,neutral
"wow, 1 year and 8 months since the movie came out already",positive
When dr strange said ‘please Scooby doo this crap’ in the movie he actually says ‘please Scooby doo this sh*t’ which is quite funny 😂,negative
Guys if you look lose at this movie when they were fighting thanos nearly returned,positive
Why am I here again?,neutral
One of the most overrated super hero movies of all time.,positive
This is an unforgettable experience,positive
"Literally, this trailer broke the internet",neutral
"WTH, I gotta watch this again!!!!",neutral
"Best spiderman movie. This movie will age very well, too bad the future watchers of this wont understand the hype very well even if they knew it was a callback from all the previous spiderman movies because those old spiderman movies never became their childhood nostalgia movies.",positive
I wanna go back to opening night when I saw it just to relive how the theater screamed when Garfield jumped through that portal,neutral
Once in lifetime experience to watch this movie in theatre&#39;s that I missed I&#39;m never gonna forgive myself for that.,neutral
"Overrated movie in my opinion, This movie isn’t going to age very well.",positive
"Wait did guys not notice something, in the scene where Tom/Peter charges at electro, lizard, and sandman, electro and sandman seem to not go after Pete but at something or someone else, 2 other people that are helping Tom/Peter fight them, Tobey and Andrew.",negative
Canon event,neutral
I’m still hype when I see the trailer😂,neutral
"I still shed tears of emotion, watching this trailer",neutral
"Spider-Boy...ir Spider-Teen is more apopro. And how could they have a middle-aged vllian fighting a teen, tryna kill him?",positive
"When this trailer first dropped, I remember how hyped everyone got when the &quot;Hello Peter&quot; happened, the theater i was in went nuts",positive
"Don&#39;t, it&#39;s a canon event",neutral
"come to think of it , mcu peter tried to interfere with a canonical event first before miles",positive
They insult Spider man too much by making three different person,positive
"The movie was the best, ngl. Thank god a Spider-Man 4 is coming.",positive
"i re watched today and Strange said &quot;scooby doo this shit&quot; it felt so weird i had to check it, i knew he said crap somewhere.",negative
Idc what anyone ever says this movie was the biggest event in spiderman history,neutral
In my opinion a better movie than across the spiderverse,positive
Can’t believe it’s almost 2 years ago just felt like yesterday I remember getting hyped for this movie,neutral
That was his canon event!,neutral
This movie. Amazing. An experience. Just… just utterly 🥲 EVERYTHING,positive
Would love to see Tom and elisabeth s characters together,positive
This is the most Legendary movie,positive
"I’m just wondering why a trex roar from Jurassic park is the sound of a car being smashed at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=47"">0:47</a>",positive
"Future generations will never understand the hype we build up waiting for this movie to be released 😭😭,this is by far the greatest movie marvel made",positive
I wish I could watch this movie for the first time in theaters again,positive
This movie was so hype!!! Everyone hoped for Tobey and Andrew and watching this in the movie theater was so much fun!,positive
This movie was so hype!!! Everyone hoped for Tobey and Andrew and watching this in the movie theater was so much fun!,positive
I think I was more pumped up for this movie then I was 4 endgame or Infinity War,positive
1 year but why this part is not on netflix?,neutral
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=135"">2:15</a> what Dr.Strange and that little nerd did back on Earth 19999.",negative
They are so many Tom Holland spider man movies that end with home now I think there will be a &quot;spider man homeless&quot;movie lol,positive
bro was trying to stop a canon event,neutral
I just can&#39;t wait for the next one🎉🎉,neutral
Watchin it even after 2 years gives me goosebumps🙃,neutral
"Anybody here after Spider-Man Across The Spider Verse? <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=161"">2:41</a>",neutral
So let’s do the pros and cons. GF and best friend don’t get into college of their choice. So instead of that? Aunt May dies and the his GF and BF and the world forgets who he is. Bringing back all the old cast members was great idea. But the storyline of casting a spell (while he continues to talk to Dr. Strange) because friends didn’t get into college of their choice and they still would have got into after saved Deans life. That storyline is the worse of ALL the Marvel movies and even some of the DC. 😉.  I thought “Far Away from Home” a lot better Jake Gyllenhaal was great villain even if lil far fetched and few holes.,positive
Garbage film. Into the spiderverse and across the spiderverse is better,positive
Aphelia Ophelia,neutral
This cool,positive
No one in the future will understand the hype around this movie,neutral
"One of the worst movies ever, even the cgi is terribile. I&#39;m glad I refuse to see this garbage at the cinema",negative
This movie sucks,negative
"&quot;And don&#39;t even get me started on Doctor Strange and that little nerd from Earth 199999&quot; (Miguel O Hara, Across the Spiderverse)",negative
Happy birthday Tom Holland🎉,positive
Omg all the theories were so fun we thought the craziest shit would happen and it did,positive
For those who don&#39;t know:- This movie was the outcome of 20 years of spider man  franchise.,neutral
"When I first seen this trailer, I thought “there’s no way Tom Holland’s Spider-Man is gonna take them all on” then I was like 🤯",positive
Poor thinking this for entertainment whole time they putting it right in front of y’all face that they gone open a portal with the pandora box,positive
"Turned off half way through, sooooo boring…<br>Box tick <br>Box tick",negative
Let’s be honest this is the best spider man movie all the spider man actors teaming up and all the villains wish venom was in it but gold movie,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=155"">2:35</a> real goosebump",positive
It&#39;s amazing how the entire fight on the statue of liberty had 3 spidermans fighting yet the trailer seamlessly made it look like only Tom Holland spiderman was there. The team making movie trailers are so underappreciated.,positive
Literally the best movie i ever seen 😢❤❤❤❤❤❤❤❤❤,positive
This movie and trailers are fantastic,positive
"If you were to tell me 6 years ago we&#39;d get a finale to a whole saga with Tom Holland fighting villains from different franchises to save the whole multiverse and sacrificing his identity in the process, id never believe you.",positive
Nostalgic looking back to this (the reveal) the united spidey fans..ahh what a great Spider-Man movie to date ngl,positive
This is how you do a trailer. Sublime,neutral
"Noted. Now, how about beginning.",neutral
The hype when this trailer dropped was immaculate,neutral
2 years later it’s already nostalgic,negative
This masterpiece had me SOBBING too many times,positive
"mid movie, trailer was good though",positive
"It would be cool if a new Spiderman appears in Spider-Man, the Cosmic Spiderman that is already listed in Marvel fandom. This could be well combined with the multiverse of Doctor Strange as an example. In space lurk certainly still many dangers and probably new opponents of Spiderman.",positive
Im So Happy I Got To Experience This Movie With All The Hype. Our New Generation Will Never Understand.,positive
I was so lucky it was my first movie which i watched in theatre on my birthday at 15 dec when i watched the movie i cant explain what it was for me the crowd went absolutely mad on tobey and adrews entry i always watched both of them as my childhood spiderman i just love this movie❤,positive
In the real movie they say &quot;Please... Scooby-Doo this sh*t&quot; not crap,positive
"Marvel logic is weird.   Fact,  if you love someone, but forget them, you will still feel love.  Emotions are a totally separate thing, and they don&#39;t forget.   A prior film made a comment that changing the past doesn&#39;t change the future.  They are so wrong with  all of  it.  The movies are fun, but stupid",negative
Re -release superhero movies in india,neutral
👉 in telugu cinemas they are re -releasing so many old movies in india 🇮🇳 please re -release hollywood superhero movies in india. Re -release in 3d format 🙏🏻❤️❤️,positive
They should’ve switch electro for vulture IMO,neutral
Hindi and Punjabi dubbing of this movie will be dubbing by Shubman Gill.<br><br>￼,neutral
"I am leaving this comment here so after a month or a year when someone likes it, i get reminded of this masterpiece ❤",neutral
Imagine Tobey plays the roll of old Spider-Man having the kids with MJ the kids are spider kids,positive
This is the tag team we&#39;ve been yearning for. This movie was legit fire 🔥💯,neutral
"still one of the best marvel movie<br>phase 4 is garbage but black widow, shang shi and no way home are 3 exceptions<br>edit i saw guardians of the galaxy vol 3 and that&#39;s a 4th exception",positive
I can not describe the hype I was feeling while watching this trailer in November 2021.,neutral
I was so excited when this movie came out In theaters,positive
This movie was amazing. It was what my husband and I went to see on our first date,positive
Anyone else come back and just watch the trailer to TRY and get the same “special” feeling when we first saw it? 🔥🔥🔥,positive
This trailer was fucking insane,negative
The hype and build up for this movie was insane and broke the internet,negative
After watch only 34 mins . I understood why no one I talked to ever want to be spider man cause he is pathetic woke and marvel has taken that pathetic zingoissm to next level . Worst spider man ever . It was just 34 mins of headache,negative
This is one of the fanticst movie ever,neutral
"Truly a once in a lifetime experience, the hype when Tom posted the first teaser on his Instagram account and the day the movie finally came out...",positive
"Marvel Entertainment, Sony Pictures Entertainment, they announce so much everywhere to hype for this big action genre",positive
"I&#39;m gonna make everyone jealous with just this one sentence: I have actually for some reason missed this movie totally and haven&#39;t still seen it, i will be watching it for the FIRST time now, in 2023! :D",positive
To see how far MCU has fallen. To let computers be their actors. To let AI be their writers.,positive
Crazy knowing that this movie will be 2years old this year!,negative
The best movie I have seen in my entire life,positive
"Finale&#39;, 20 years, 8 Film&#39;s and ( May 3, 2002 - April 12, 2022 ), Tomorrow is my Anniversary with 1 year to Wednesday, April 12, 2023.",neutral
Next movie of Spiderman<br>&#39;Spider man don&#39;t have  bathroom&#39; 😂,neutral
Favourite movie of all time❤,neutral
"Watching this trailer I accepted that if I didn&#39;t see Toby or Andrew I&#39;d still enjoy the movie.<br>Watching those portals open and seeing them, man I had tears, goosebumps like I was a kid again 😢",positive
“Peter………..you’re struggling……To have everything you want…While the world tries to make you choose.”,negative
"Honestly the only movie since endgame I actually fucking loved, doubt ill get as much excitement until GOTG 3 and maybe secret invasion if I&#39;m lucky",positive
bro its insane to think that across the spider verse and beyond the spider verse are probably gonna reach the heights of this movie I mean god damn I love spiderman,negative
It&#39;s been a year but still this trailer gives goosebumps 🥺🔥,neutral
"after seeing the trailer for across the spider-verse, it seems Miles is going through a similar situation that revolves around changing fate",neutral
"I came back after the second trailer of Across the Spider-Verse, and Miguel O&#39;Hara said the reference caught me off-guard LMAO. 😂😂😂",positive
Earth :199999,neutral
Can&#39;t wait,neutral
Back here after see into spiderverse trailer bcs miguel o&#39;hara 🤣,neutral
Me too I&#39;m so excited for the movie I get to watch it before it comes out.,positive
The only good thing we got from Phase 4,positive
I’ll never forget the hype for this Movie and the reactions on opening day already knowing Tobey and Andrew were in it. But actually seeing them return in theaters for the first time after all these years is just one if the best moment in History,positive
"A fantastic Spider-man film! I absolutely loved the concept of bringing in past Spider-Men, and the way they incorporated their stories into the MCU is genius. I thoroughly enjoyed this film, and I cannot wait to watch more films with both this spiderman, and the multiverse.<br><br><br>10/10",positive
"They fked up in this movie, i thought they went back to the way things were at the end so how come may still died i thought theyd bring her back.",neutral
Cant wait for spiderman 4,neutral
This is the Most hyped Marvel movie 🎥🍿  Ever,positive
the hype for this was amazing,positive
"I will never forget the hype for this movie. Trying to figure out if the other 2 Spider-Men are really in this movie, the urgency to get tickets before they run out, then finally watching this movie and seeing the other 2 Spider-Men show up and not just for the final battle. I can still hear the audience reaction in my head when Tobey and Andrew finally showed up. I wish I could go back to 16th December, 2021 opening night and rewatch this movie for the first time. ❤",positive
One year already I think now would be a great time for the dark bully venom spider man because he lost everything,positive
"Looking back at this trailer after a year, I just remembered the Brazilian trailer where Lizard gets kicked by seemingly nothing (obviously it&#39;s Andrew&#39;s Spidey) lmao<br><br>I still remember that those few frames basically 100% confirmed (albeit blatantly obvious already) the rumors of the other spider-men appearing lmao",positive
I played fortnite<br>chapter 3 season 1 Spiderman mythics,neutral
Love tobby. as Spider-Man,positive
Still remember I was going to school when this trailer dropped and I watched it in the bus. Damn time flies really fast,positive
The best movie in phase 4,positive
If CN characters portrayed Spider Man NWH:<br><br>Finn the Human - Spider Man<br><br>Farm World Finn -The Amazing Spider Man (Andrew Garfield)<br><br>Pen the Human (pilot) - Friendly Neighborhood Spider Man (Tobey Maguire) <br><br>Rick Sanchez - Doctor Strange <br><br>Sunder (Ben 10) - Green Goblin<br><br>Hudson Abadeer - Doc Ock<br><br>Ice King - Electro<br><br>New Death (Together Again) - Lizard<br><br>Elena Validus - Sandman <br><br>Chelsea (Clarence) - Michelle Jones<br><br>Clarence - Ned Leeds,positive
This movie is so boring. Bleh. Avoid.,negative
The memories bro 😢,neutral
Stupid boy ruined all,negative
I&#39;ve still got the depression we need time back on the screen!!!!,neutral
I think this is just an average Spiderman movie. Far from home was better imho,positive
Bro!!!!! There&#39;s not one or two Spiderman&#39;s!! Bro there&#39;s 3 Spiderman&#39;s!!! OMG!!! THIS IS THE BEST MOVIE I HAVE SEEN IN A LONG TIME!!! AND I WAS BORN IN 95..... I GOT SO CONFUSED WITH THE SPIDER MAN SERIES WHEN I STARTED SEEING ALL THESE NEW CHARACTERS BUT LET ME TELLL YOU THIS MOVIE PUT THE CHERRY ON TOP OF ALL THAT&#39;!!! This is a must watched movie if u are a spiderman fan!!! This movie literally proves that there some many possibilities in life,positive
"Watching a year later, and still get chills",neutral
The only good phase 4 movie,positive
"I still want to watch this movie, even though I already watched.",neutral
multiple decades to build this once in a lifetime HYPE!!!,neutral
"Even after 1 year, Green Goblin&#39;s voice is enough to give me chills",negative
