Comment,Is_Negative
so why does octupus man and green goblin and sandman retturn ?<br>this is a mistake<br>as the previous spiderman movies was bitten by a spider<br>this spiderman has some mechanical device on his wrist<br>that means this is aremake of the spider man movies and cannot cross with the previous ones<br>so they made a mistake,True
"Seems corny, I don&#39;t like this Tony Stark butt kissing spiderman",True
I like it but the end No i was disappointed,True
Very bad trailer. Very bad 😞👎👎👎,True
It&#39;s weird that the official MCU is making fan films now.,True
why do these movies keep bringing back villains back from the dead? could they not come up with something new?,True
"and to think this was only 3 months ago<br>it seems weird, like Stephens tinkering with the time stone. I swear to god this movie coming out 3 months ago dosent feel right for some reason",True
Omg this look so boring,True
"Jamie Foxx aka Electro mentioned there gotta be a black spiderman somewhere, so y&#39;all gotta make a real black spider man movie!!!",True
"Poor story line, Poor execution, 3 dumb Annoying kids.<br><br>Whats more hurting ?? It’s to see DR.Steven strange who defeated Dormammu without fully knowing his powers getting defeated by an expressionless kid &amp; his friends &amp; Ned, that ugly fat kid who got the portal open without a slightest struggle kind of killed the legacy of Dr. Strange. <br><br>Pure disrespect of powers &amp; characters on which Marvel was built.",True
did not like it sorry,True
I hate sad ending in movies and unfortunately to my luck this was the saddest ending in history of movies,True
Anyone notice the Venom little piece he left when he got to his universe at the end?<br>That means something for another movie- Spider-Man: Can&#39;t Make it Home,True
Okkkkk I&#39;m crying 😿😭 that sad but that funny too 🥲 idk but I&#39;m so surprised,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> in the trailer he says crap but it the movie he says shit",True
"I watched this trailer over 15 times the day before I watched this movie, just to keep the hype high. And each time it game me chills!",True
Spoilers man :(,True
Same old over-exaggerated crap,True
The hype for this movie was crazy,True
"What a joke. The only Spider Man movie I actually made an effort not to see. What lazy writing...bringing back every other stupid villain from the other movies just because Sony owned those rights. Can&#39;t believe there are people excited to watch this....After Avengers endgame, it seems Marvel is giving up....stupid movies like The Eternals, Black Widow....Spider far from home...wtf is going on ? MARVEL...NO ONE IS FORCING YOU TO MAKE 1 MOVIE A YEAR! TAKE YOUR TIME! MAKE A QUALITY PRODUCTION, DON&#39;T BE JEW DISNEY TRYING TO SPIT OUT A MILLION MOVIES A YEAR. ....OH WAIT....DISNEY OWNS YOU.....now I get it. hahahaha",True
I doesnt like spidey now coz of this movie<br>A very simple story but make me hate this spiderman,True
Scooby Doo this crap 😂,True
And Is turn for dr strange,True
Anyone coming back after watching sam raimis Dr strange 2 ?,True
"I would like to ask if that was Jean Grey with the yellow or orange thing fighting against Wanda or someone else 😯😶 <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=118"">1:58</a>",True
A bit lazy with the quality of production,True
In the movie instead of saying scooby doo this crap doctor strange says scooby doo this shit,True
This movie sucks. Waste of time,True
Fun fact: They used a move from Insomniac&#39;s Spiderman video game in the movie.,True
The fact dr strange say scooby doo this crap is amazing,True
Worst Spider man version ever,True
"Bad movie, they wanna make everything cool",True
This part  is soo bad fully and noise,True
Insane,True
I hope that we will have a universe without such worst film.,True
"No good screenplay, irrational story development. Just a one-star movie.",True
Spider man just became  a foolish selfish boy who asked for help from Strange and betrayed him.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=1"">0:01</a> Benedict Cumberbatch Screaming a long with the music",True
Worst spider character shit,True
Have a theory here my theory is maybe the mcu planned nwh all along cause they made the meme the 3 spideman&#39;s pointing at each other,True
Got the fucking goosebumps every time I see this master piece,True
“Peter.. your struggling to have everything you want… while the world tries to make you choose”😈🎃,True
Scooby doo this shit,True
"Spoiler  alert :<br><br>I ve seen this movie and I&#39;m gonna tell the fax and sad moments<br>1. Goblin, sandman Marco, Otto octaves , lizard, electro come into Tom Holland verse<br>2. Aunt may dies<br>3. Tobey and Andrew show up in his verse <br>4. Saddest.. everyone forgets Peter Parker like everyone which leads that everyone again forgets the identity of spider man and thus Peter Parker is completely alone in his life 😥😢",True
Movie was alright. They literally only fought the big villains and no smaller criminals which i found very boring. The CGI looked crap at some points like when jamie foxx&#39;s arms looked like rubber/plastic while he was hovering in the air. I feel like tobey and andrew should have gotten out of the portals in a more dramatic way. Its for sure a movie that has to be watched but for me i will only watch it once since it really feeled like that all the money went into getting all 3 spidermans together. This movie all in all felt like an excuse to bring all 3 together to grab some cash. There was literally no point in jake gyllenhal revealing the identity of spiderman...like at all.,True
"NO VALE LA PENA PAGAR PARA VER ESA PELICULA !! Una de las peores películas de Spiderman ,me pregunto quien elige ciertos actores como Mary Jane que mujer cero personalidad carisma etc no trasmite nada no parece la novia y si la  hermana de Peter (me pregunto con quien sale o es hija mmm🤔🤔 ),la primera ya era  aburrida y clásica santita bien vestida pero es la que  se come a todos kk y Peter como perrito atrás .Muchos chistes bobos ,aburridos dramas y lloradera ,una historia&quot; pobre&quot; muy predecible lo dejaron a Doctor Strange como un mago bobo que hace caso de un inmaduro y sus caprichos aff  ,es una película echa para los pocos pensantes y críticos para los fanáticos que consumen cualquier cosa con tal de ver sus ídolos . SE LES TERMINA LAS HISTORIAS ,CRETIVIDAD ,BUEN GUSTO ,IDEAS ETC Y ESTAN HACIENDO CULAQUIER COSA.🤢. mejor película la 1 y 3 .",True
I watched the movie and now I watch the teailers again and how stupid they are. them laughing at doc ock or mj and strange shitty talk,True
after watching the movie i kind of hate tom Holland&#39;s Spiderman because of his personality he wants to change everything without thinking the consequences,True
yesterday watched this movie.. very disappointed with story line up and acting. means i thought lets watch all spider man together pure nostalgia but... the movie line was shit 💩💩💩 totally frustrating 😤.,True
All they’re missing is a unicorn 🦄!   No thanks!,True
Tony stark 😑,True
Well guys i think something is wrong about multiverse and that is there is only one stan lee i just got thìs thought 🤔  well its thruth who all agree?,True
"I still can&#39;t believe Spider Man fights 20000 Volts, Grenades, and titanium steel arms with a single piece of string.",True
The only part missing here is stan lee cameo.. imagine if stan lee meets all 3 spidermen,True
"Anyone know the name of the song, especially the one playing at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=157"">2:37</a> where Peter tries to save MJ? Shazam gives nothing",True
it is kinda trash that its excusevly in theaters and not on netflix or somefin where the other movies are it wouldnt even been so bad if you didint NEED to vaccinate to go and watch this movie i wont vaccinate only to see spooder men with mobey taguire an the amazing spooder men together fighting,True
I&#39;m so happy i never watched the trailer or even the poster for this. Seeing all of the old villains come back in this movie felt so insane.,True
The worst Spiderman I have ever seen. Deeply disappointed.,True
Bro HOW SICK WAS THIS MOVIEEEEEEE,True
Did you see that tom holland and miles morales are in docter strange 2,True
Scooby doo is crap XD,True
Peter you&#39;re struggling to have everything you want while world tries to make you choose strong enough to have it all too weak to take it,True
Unfortunately worst spider-man movie ever.,True
"I see a lot of people saying this movie is a masterpiece, calling this movie a masterpiece just for the fact that all 3 spiderman appeared is just nonsense, this movie is extremely badly written, I&#39;m not saying it is a bad movie, seeing the 3 spiderman unite is quite unique, however the movie relies heavily on nostalgia, that&#39;s the only thing that makes it good, take away Garfield and Maguire and it will just be a regular movie with bad CGI and a poorly written plot... comparing this to actual masterpieces should be ilegal",True
Dr. strange has the strongest domain expansion.,True
"I swear each Spider-Man film, most of Peter’s sufferings are self-inflicted. I often get excited in watching Spiderman movies but you sometimes need a prepared heart when seeing how Peter’s life is more tragic, than dramatic, when seeing Peter go through the “being a hero requires heavy sacrifice” theme. Poor kid always ends the film in an unrewarding situation 😭.",True
Why does this make me cry omg I’m so excited I’m too obsessed I already saw it but I’m waiting for it on Netflix omg,True
tom: i learned teamwork with the avengers from my past enemies<br><br>andrew: i learned how to be stronger from my past enemies<br><br>tobey: from one of my past enemies i learned how to do this.<br>&quot;shows the infamous bully maguire dance&quot;,True
This was so sad,True
This movie is Trash like 2 previous ones with Tom Holand,True
Spider man is Peter Parker but at the end everyone forgets Peter Parker Its sad :(,True
Green GOBLiN&gt; Spiderman,True
The next Spider-Man <br>Ned Leeds Evil,True
There are tons of spiderman stories and they had to repeat the previous ones,True
"Old spider-man are really sought after but this one protects itself only defended by its special effects, Apart from that the movie is worthless, the text, the story... were written on a piece of paper.<br>There’s a moment we’re waiting for that allows us to straighten out our poor actor, but it stops here. We have the impression that the spider-man is written to entertain the gallery, young children. For the budget put in I admit to being surprised. <b>People see Marvel and are unable to judge the movie</b> as if it came out of an independent studio. It’s not far from a 2/5 I think. After those who put a 4.2/5 put a 2.5/5 to the new James Bond (75% real scene)... It’s hard to judge a movie but try to figure out how to film, do a VFX, 3D and you’ll be able to recalculate",True
Im not a huge Marvel fan but this movie....holy cow 😱 it was amazing!!!<br>Love how they don&#39;t give everything away in the trailer,True
It’s not cool it’s a massive masterpiece,True
This mj also screams annoyingly like the other mj,True
Now we&#39;re waiting for Morbius and Dr Strange ITMOM,True
Is a movie they spent 703$ on the movie to see the movie,True
Spider-Man Spider-Man tune churaya mere dil ka chain.... 🕸️🕷️🤟,True
Goblin: It&#39;s so sad that Elon Musk died of Sugma <br>Aunt May: Who the hell is Elon Musk?<br>Glider: Sugma Balls<br>(get Swish&#39;d),True
Is it only me or as anyone noticed in the trailers dr strange said scooby doo this crap but in the movie its scooby doo this sh*t,True
I remember the day when we heard &quot;Hello Peter&quot;<br>The whole world went crazy <br>And now Multiverse of Madness is on its way,True
The build up to this movie was insane.,True
Sucks Mysterio was cut from the movie,True
I already go to the cinema and watch this movie<br>It&#39;s really funny and sad,True
"Ok , the acting , special effects were great . With that being said I did not enjoy the movie. I thought the story line could have been a lot better . I don’t like the fact his aunt was murdered because of his choice . I don’t like the fact the writer set an example that is not realistic . The moral of the movie for me was if you are being robbed by a criminal give the criminal the keys to your car to drive away with  , open your door and let the criminal in your home and assist them with stealing your property. If your family gets hurt in the process it’s ok because you must be kind all the time even if you are being violently attacked are robbed. STUPID CONCEPT !",True
Defoe&#39;s few words make it truly epic.,True
What does Hollywood show? By this movie!<br>That USA exist in all universe planet 🤣<br>Three spider 🕷️ man from different universe planet. But one is common. Three spider men in USA,True
How does the green goblin return,True
I was deadass expecting Sunflower to play at the end credits with a black screen and we just jear a spiderman zipping through the city,True
"I&#39;ve noticed something in <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=84"">01:24</a><br><br>Trailer: Please, Scooby Doo this crap.<br><br>What I watched: Please, Scooby Doo this shit.",True
If any body had played the pS4 game amazing spider man it&#39;s copy of that game it also contains blak suit in movie an d on that game in same manner everything happen only doctor strange is added in no way home DEEP FACT,True
marvel sucks and spider man is the worst. NWH should be a flop,True
After Avengers Marvel is unable to give the same touch as they used too except Shang-Chi every other released movie is average,True
I’m still depressed movie theatres are closed for me. I just wanna see this damn movie.,True
Such a disappointment.,True
"I despair for those who don&#39;t know who the Green Goblin, Doctor Octopus and the Sandman are from the movies. Electro and the Lizard??? I couldn&#39;t care less.",True
I get goosebumps whenever I hear the green goblin speak.,True
Probably the worst marvel movie full of shit,True
Tobey : Harry Saved me !! <br>Andrew : He Killed My Girlfriend !!<br>Tom : Who The Hell Is Harry ?? !!,True
The way Doctor Strange says &quot;Spider-Man&quot; sounds like &quot;Spider-Men.&quot;,True
"How dissapointing was to find out that the made the whole movie arround the trailer, its like seeing an empty sheel trying to fill the void promises of a meh trailer.<br>what a waste of time for a half cooked movie that obviously had to rush out to meet the expected release date.",True
I like spiderman but this one was stupid tbh,True
"Worst and stupidest Spiderman, trying to change the fate of a villain hahahha..saving a life of one for a killing million of lives including her aunt. I strongly suggest not to watch this movie its just a waste of time and money.",True
This trailer is going to nostalgic and the movie as well,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=30"">0:30</a> strange look stupid asf 😂😂😂",True
(WARNING SPOILER) Cant believe doctor strange got folded by spider man 😮‍💨,True
Anyone else thought that the gold and black suit was the black suit from spider man 3?,True
"You know,after watching the actual movie i feel like things could have been a lot worse (in the story) if Tom was the only Spider-Man.",True
Oh my God I AM SICKKKK of Spider Man as an IP.. soooooooooooooooo f boring.. as well as ANY Disney super hero from Marvel..<br>Super heroes are creativly bankrubt and are utterly meanningless to watch any of their movies.. &gt;:^(<br>And spider man takes the cake on this.. &gt;:-(<br><br>We need 30+ years rest without any spiderman junk..,True
When Green Goblin spoke I just had chills.,True
i Hate it!,True
"I feel weird seeing the trailer again, knowing that tobey and andrew appear in the movie.",True
The problem in this movie is the Black women of mit tryin to leave the car  whit the car unlocked and she forgot dat the car has other doors sooo dats wierd,True
It feels so awkward to only see Tom jumping out to the villains now 😂,True
I cant find this movie anywhere:&#39;( I wanna watch it so badly now it looks so epic,True
Maybe sony should make a game on no way home!,True
No-one I know saw this. I think we all have genre fatigue TBH... I mean 4 Spider men in 12 years is a bit much. Yes there have been four.,True
"The moment Dr. Strange said &quot;scooby doo this crap&quot;, I was like oh no, did disney just buy the rights to scooby doo as well 😕?",True
Fake video hai 🤣😂,True
<b>-Who are hate Spider Man mostly?</b><br><br><b>-Rhino?</b><br><b>-No.</b><br><b>-Goblin?</b><br><b>-No.</b><br><b>-J.J.Jameson?</b><br><b>-No.</b><br><b>-Landowner?</b><br><b>-No.</b><br><b>-Window cleaners?</b><br><b>-Yeah boi....</b>,True
HOLY SHIT!!! WHY DIDN&#39;T I BUY TICKETS!! IT WAS YESTERDAY ON CINEMA,True
did anyone heard the part where doctor strange gliched a bit when he said we need to send them back is it just me,True
Weak storyline and woke.,True
All actors are perfect🔥 but the story of the movie is worst 💔,True
the most idiot character ever...,True
"Black spider man suite Tom Holland  <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=46"">0:46</a>",True
It’s funny in the movie instead of scooby doo this crap it’s scooby doo this sh*t,True
"woa it&#39;s so cool, too bad i can&#39;t watch it😭",True
Dr strange- be careful what you wish for parker<br>Me-thinking what movie dialogue was that <br>Oh yeah I remembered  the movie of Jim Carrey Bruce Almighty - be careful what you wish for punk,True
"LOL Spider Man my arse.. The glorious reviews are fake - seriously, don&#39;t waste your time.  The only villain&#39;s in this movie are hurt feelings. No good jokes, no death and destruction, just a couple of kids defending who knows what - his mother&#39;s honor? The theatre was silent except for one couple that giggled at every line.",True
This doesn&#39;t fail to give me goosebumps even after watching the movie.,True
"This took very long to make, give credits to the director of this movie",True
Could this movie earn at least <b>$375 million</b> before the end of February to reach <b>$2 billion</b> worldwide ? Let&#39;s see ❗❗❗❗,True
"Seeing and hearing the voices of the other two, it took me a minute to realize, Oh God that&#39;s .... and everyone seems to have the same reaction. I HAD TO CLAP and SHOUT with glee. I missed that guy!",True
I don&#39;t care for Spider Man but I like Dr. Strange....,True
Notice how Ned tries to catch MJ despite falling himself. Calling it now. When Peter tries to get MJ back Ned is gonna try to kill him out of jealousy.,True
"The crazy part about this movie is, we still don&#39;t know who spiderman is.",True
"&quot;peter...you struggling, damn everything you want while the world tries make you choose&quot;<br><br>- green goblin",True
Why does this look so lame,True
Wtf is going on here,True
"After seeing ned and peter’s last handshake,if ned becomes hobgoblin in the next movie or even worse,he becomes hobgoblin and dies in the next movie like harry in spiderman 3,i would be very sad",True
sorry sir i have permission to ask for the video 🙏,True
The forced diversity is a joke,True
"this movie was a masterpiece, but imagine if peter would have fought the sinister six alone like shown in the trailer, that would have been also very cool.",True
The worst part is that at the end Peter&#39;s friend&#39;s memory needed to be erased😭to rearranged all the problems!,True
"this is not a movie ,not a masterpiece <br>but<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>a shitty movie with forced cameos and bullshit in the name of nostalgia",True
In this movie they foreshadowed Spider-Man and Ned will become enemies. I feel like Ned and Peter  will fight for MJ’s attention in the next movie and that will make him a villain and will try to kill Spiderman because he couldn’t remember him and the only way to remember him is Wanda through her power’s idk it’s just my theory 🕸🤸‍♂️🕷 OR HE WILL SUMMON OTHER EVIL NED FROM OTHER MULTIVERSE LOL,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=51"">00:51</a> he is physically wrong but technically correct",True
"Soon they are just going to upload half of the movie instead of trailer, and then you have to pay 15$ to watch that another half. 😘",True
Why are they showing us a video of some random teenager. Who’s peter?,True
just a few views away from perfection,True
"He says shit instead of crap, right?",True
"An MCU SINISTER SIX STORY COULD BE THIS.<br><br>Spider man Home Alone: Spidey goes against Venom<br>Spider Man: Close to Home: Spidey goes against Kraven The Hunter with Mac Gargan As Scorpion as a side Villian <br>Spider Man: The Sinister Way Home: When Ned starts to realize that he’s forgot about Peter He goes through the old tech from green goblin. However, Ned tries to alter the goblin Formula and it becomes something else. Using the New goblin Formula he tries to remember the good times but The new goblin formula corrupts his mind and he becomes the Hobgoblin. With his mind corrupted he now believes Peter pushed him away and never tried to find him. To get revenge on Peter he enlists the help of some of spider Mans biggest foes. He enlists the Help of Vulture who wants revenge on spider man after his arrest led to bullying for Liz and her offing herself. Scorpion and Rhino Just because. Kraven wants another shot at killing Spidey and he finds out that Mysterio is still alive and wants revenge on Spider Man for messing up his plans but the twist is  vulture or Mysterio do not remember Spider-Man is Peter together with Kraven,Scorpion,Mysterio,Vulture,Rhino and Hobgoblin they form the sinister six and take on spider man",True
College Trilogy Titles <br>SPIDER MAN: HOME ALONE<br>SPIDER MAN: CLOSE TO HOME<br>SPIDER MAN: THE SINISTER WAY HOME,True
Omg its the guys from fortnite (its a joke please dont take this serious),True
"Frankly, it was very sad that no one recognized Piter Parker at the end of the movie.",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=135"">2:15</a> just feels weird after watching the movie.",True
"Green goblin: despite everything you’ve done for them, eventually they will hate you",True
I haver never seen such a disaster movie poor cgi.....just as other stupid Spidey movie,True
"this movie was sick, such a good movie",True
Adrue Garfield and tobey maquire are in the movie sorry for spolers,True
So all the villains from the other Spiderman movies all got brought into &quot;this&quot; universe.. is that what Im thinking is going on here?,True
It’s weird thinking about the fact that just a month ago we were eager to see even a glimpse of this movie and now we’ve witnessed a masterpiece.,True
just an other movie not worth my time because it is just style over substance with very little if any effort put in the writting.,True
"100/10<br>Best film for me for a very long time.<br>But you ain&#39;t getting spoilers from me, other than that this movie was so big it felt like &quot;The power of the sun was in the palm of my hands.&quot;",True
I don’t know shit about superheroes but I’m about to go see what all the hype about.,True
"😂 I thought first tis was a boring movie... And I squeak when Toby and Andrew were revealed. 😂 We laughed, screamed and clapped when were watching the movie Yesterday.",True
"Why is it that the dead villains (goblins, electro) from the tasm/Raimi universe are pulled back to the mcu universe to come back to life?<br>Is Gwen alive too! and she is confused in whose world(mcu) is this,He&#39;s lost and there&#39;s no way home😱",True
Worst movie Ive seen in a while,True
Strange is in a total I-missed-the-part-where-that&#39;s-my-problem mood.,True
The Next Spiderman movie Fearful Symmetry Kraven&#39;s Last Hunt,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> he says scoobydoo this crap instead of scooby doo this shit because it’s a tralier",True
Looks shit...,True
Doctor strange: there coming thru and i cant stop them,True
Can anyone give me hd link of the movie I am poor and can&#39;t afford to buy tickets.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=123"">2:03</a> Green Goblin siempre con sus dialogos🔥",True
Peter: I’m sorry what was your name again?<br><br>Doc ock: Dr. Otto Octavius,True
What a dumb movie or dr strange could just erase what MYSTERIO said,True
Scooby do this crap hahaha,True
ngl i didn&#39;t really understand this movie. why did they just put some random new york kid in it. kinda weird tbh,True
"it&#39;s sad 😞... now i know why it&#39;s called &quot;No Way Home&quot;..<br>In the end, he is Alone and Forgotten...",True
Freaking stupid. These days stupid actors used to make stupid movies😂😂😂,True
Are we not going to talk about how useless the lizard dude was,True
In the cinema I saw this right and dr strange said scoot doo this shit not crap in the trailer here he says crap,True
"Dr. Octopus, green goblin, and harry osborn is die, but they get double alive , maybe its named edo tensei",True
purple man : gets stones<br>avengers : assemble<br><br>the world : fucking ending<br>avengers : dissasemble,True
Bad movie in my opinion,True
Too much fake in the movie,True
"&quot;Peter, no good deed goes unpunished, you can thank me later.&quot;",True
Why so little participation of the 2 old spiderman😭 wish theres a part 2 that they will show up in other universe🌌🤣,True
"After the release, they still keep Tobey and Andrew a secret...",True
No more secret,True
"Imagine living in The Netherlands and you&#39;ve waited all year to see this movie, but when it drops the government decides to close the cinemas due to rising corona cases. This fucking sucks. Theres no way to watch this unless you torrent some terrible cam version.",True
As all of the spiderman movies include home maybe I&#39;ll tell you some name idea&#39;s for the next spiderman movie 😂😂<br><br>&quot;Spiderman homeless&quot;<br>&quot;Spiderman way home&quot;<br>&quot;Spiderman back home&quot;<br>&quot;Spiderman near to home&quot;<br>XD ik this is pretty lame 😅,True
Why they dont add the other spider man😕,True
Isn’t it so sad how people could grow us so fast.,True
Did they change shit with crap in the doctor strange scene for the trailer,True
"I just realized, they edited out the other 2 Spider-Men in the trailer!",True
"Spider-Man, Green Goblin, Doctor Octopus, Electro, Sandman, Lizard...What is this?! The Masked Singer?!",True
Little sad there’s no James Franco as Goblin Jr.,True
Ssssssspppiiiidddddeeeerrrr man no way hime was a black,True
<b>So now I am confused. Is Spiderman (2002) the first MCU movie or Iron Man (2008) ?</b>,True
This movie is bad,True
Aunt may:(((,True
wait but does strange have the time stone again? i thought i got destroyed,True
this movie is actually insane I watched it with my big brothers it’s sick  !!!,True
This Movie Was Too BAD! looks like a children&#39;s&#39; movie,True
Spiderman betrays doctor strange and the Marvel Cinematic Universe will forget that Peter Parker is Spider-Man,True
"This is not a movie, this is a masterpiece<br>Edit: pls stop crying in the comments about every bad thing in this movie, if u dont like it fine but let the ppl who do live",True
crap instead of sh man yt be like,True
I think Spider-Man No way home will be bigger than every other marvel movies,True
modified less = goodness... GMO no good non-GMO no good organic whole and refined yes YES!,True
"after watching the movie, yeah this trailer and all others spoil too much. I miss when trailers and ads didn&#39;t have to ruin surprises and key plot points, its just so anti-cinema culture to give that information in advertisements instead of having a meaningful reveal. Marvels getting worse at movies the more they shill this &quot;expanded universe&quot; crap.",True
This is going to be nostalgic in the next few years,True
"And I Just Noticed That In <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=130"">2:10</a> When He Shoots The Web It Literally Sounds Like Andrews Web Shooters And Might Be A Little Hint That Andrew Is In No Way Home",True
this movie is so inferior (like all the cheesy marvel movies now...) cant wait to never watch it,True
"No one:<br>My brain at 3AM: If everybody forgot who is Peter Parker Mary Jane broke up with Tobey&#39;s spidey? And forgot Peter Parker doesn&#39;t mean that Mj and Ned forgot Dr Octavius, Strange, Norman and everyone else. WAIT! Are they forgot all Peter or just Tom&#39;s Peter?........",True
Looks boring.,True
DR STRANGE LES GOOO,True
Bullshit ....Doctor strange have no concern with spider man Garbage Ideas ....Again &amp; Again ....Last Stage of Hollywood ....,True
IM MAD WHERE IS REAL SPIDER MAN PETER PARKER!!!!’,True
When i goes to the movie all i watch is only a random kid buying a coffee...like yo,True
When i goes to the movie all i watch is only a random kid buying a coffee...like yo,True
This movie was disappointing,True
Once Again strange carrying mcu,True
I swear to God I walk into my school and someone spoils the Spider-Man movie I’m going to be soo mad,True
"My hair raised when Alfred said &quot;Hello Peter&quot;<br>And I thought about Maguire&#39;s Peter Parker when he said &quot;You&#39;re not Peter Parker&quot;<br>I&#39;m going to watch movie today, I don&#39;t know plot but I think that somehow Doctor Strange created illussion so that nobody can recognize Peter Parker",True
Belum nonton full movie :(,True
THE ENDING WAS SO SAD FOR TOM AND ZENDAYA I HOPE MAY CHANCE PA SILA SA NEXT MOVIE NG SPIDERMAN I HOPE MERON PANG NEXT MOVIE P.S. AND I CRIED WHEN TOM&#39;S MOM DIED AND I SUPER CRIED THE PART WHEN TOM AND ZENDAYA TALK BEFORE THEY FORGET EACH OTHER HOW ABOUT YOU GUYS?,True
Spoiler: &quot;In spider-man no way home peter--&quot;<br>Me: HEY YOU KEEP YOUR F*CKING VOICE DOWN!!!!!,True
"Fun fact: in the Venom 2 post credit scene, Eddie was watching a show where a girl broke up with a man and apparently the man had a big secret. (it doesn’t say what it was) but Venom was defending the Guy while Eddie said “that’s a big secret to keep man” and then venom said “we all have a past, Eddie.” And Eddie says “are you keeping something from me?” And Venom says “80 million years of hive symbiote life is too complicated to explain to your brain” or something similar to that. Eddie Denys, and venom proceeds to accidentally teleport to the MCU. Venom looked at the TV and the News was on talking about how Tom Holland spider man killed Mysterio. Venom said “ that-.. guy” he then proceeded to lick him on the screen. So yea",True
But why Peter is not asking Dr Strange to let everyone forget Mysterio?,True
i thought MJ was gonna die when andrew went down for her,True
Why do they keep using different actors to play Spider-Man?? Wasn’t there just another one that just came out a few months ago? Not interested at all! Played out,True
"If you’re playing Marvels Spider-Man and or Spider-Man: Miles morales, the second half of this trailer goes hard asf in the background while you’re fighting a shit ton of people.",True
"Even for me who only watched MCU spiderman so far, I cried when I see Tobey and Andrew. Coz like even i dont watch their movie (yet) I know who they are :(",True
What a crap.,True
"When Andrew Garfield showed up and came through the portal, literally every single person in the theater started clapping…, it was a thing I never experienced before…",True
"My brother watched every single Spider-Man movie so he could see this one, i encouraged him, tomorrow we’re watching it.",True
Such a nostalgic movie🥲,True
"&quot;You&#39;re all grown up, how are you?&quot;<br>&quot;Trying to do better&quot;<br>Hits me hard",True
Now that&#39;s one HELL of a movie! The idea to bring chaos to the multiverse in that way brought me chills as i was watching this masterpiece! Congratulations! You have reached the highest level of creativity! Thank you for that! And imagine i was not a great fun of spider man before the avengers! Now all i&#39;m waiting for is the multiverse of madness to bring the ultimate fantasy!,True
WTF 67 millones 👁️,True
Spoiler! Doctor strange said scooby doo this SHIT instead of CRAP,True
Sinister 6? nope sinster 5 and a drunk venom haha,True
Fallen angels. False idols. Nothing new under the sun.,True
The way they didn&#39;t add the other two in the trailer as they wanted it to be a surprise,True
RIP to those die-hard spidey fans who couldn’t see this masterpiece :(,True
"Only bad thing is , this story is a issue created by spiderman to hide his identity 🤣🤣🤣",True
This Spider-Man lacks common sense,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=154"">2:34</a> is what happens when the turbo spools and then the world slows down.",True
This movie was horrible. I do not understand the hype I’ve seen all the spider man’s and it seems like they threw this together for the money. No real reason to make this cool idea horrible execution. I did not like the movie at all. Didn’t enjoy any of it and do not understand the hype at all.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> In the trailer Doctor Strange says scooby doo this crap but in the movie he says scooby doo this and then the s word maybe the word crap was changed to the s word instead that&#39;s interesting",True
Why is everyone so annoying in this movie -<i>___</i>-,True
Hidden tobey andrew 😂,True
"I don&#39;t get it...why does people hate him? He&#39;s a hero, I didn&#39;t watch far from home sadly",True
The worst spider man caractère ever I hope Toby back,True
Why is the quality so bad,True
WHY THEY&#39;RE DESTROYING NEW YORK/USA BRUH?!,True
&quot;They&#39;re starting to come and I can&#39;t stop them&quot; - Sony and Marvel referring to the millions this masterpiece of a collaboration is churning for them...so gooood!,True
"Worst line ever written: &#39;Let&#39;s scooby doo this crap&#39; - Dr Strange (hold my beer) &#39;Let&#39;s scooby doo this crap, please.",True
its sad when you need iron man and now dr stranger to keep the suspense going.  Not as sad as windows vista.,True
Rotten Google/YouTube fascists. Why have a thumbs up/thumbs down feature and remove the numbers count?,True
"Look at how emotionally invested these mindless idiots and lazy thinking youngsters are in characters in a MOVIE and no longer wonder about &quot;student activists&quot; (courtesy of &quot;teachers&quot; in Marxist teachers unions) buying into this race and equity and diversity bullshit and proceeding to riot, loot and burn their way across a country.",True
This movie has made me to watch all the previous spider man movies! 😁,True
Doctor strange,True
khaby lame spider man miles morales,True
I SWEAR TO GOD I WILL PUNCH SOMEONE IF MJ DIES FROM THE FALL LIKE IN THE PREVIOUS UNIVERSE,True
