Comment,Is_Neutral
I can&#39;t it&#39;ll be almost 2 years 😫,True
Tom🐐&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Tobey ans Andrew,True
"This is not a movie, this is an emotion for us🙂",True
Dooone,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=56"">0:56</a>",True
wanna watch it again in the theater plsss.,True
When I watched this I cried seeing Tobey maguire my childhood spider man was back we need spider man 4 cos Tobey has still got it,True
Where&#39;s toby and garfield💀💀💀💀,True
yay,True
Take me back!!,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=110"">1:50</a>",True
Salman is Bruce Banner,True
You’re telling me that this one trailer got 80 MILLION views!! Dam spider man must be marvels fav,True
I-FUCCIN-CONINC 🥇🏆,True
Across the spider verse is out and this movie is still so amazing🔥,True
"Because of Brazil, we knew Tobey and Andrew were in this film",True
Bro the hype for this was crazy!<br>“Is Tobey and Andrew Garfield gonna be in no way home?”<br>Good times😂,True
LET ME PAY YOU! NOW!!,True
But where is Venom?,True
"&quot;Maybe she didn&#39;t die for nothing,  peter &quot; ❤️‍🩹",True
Trailer purposely doesn’t show Andrew and tobey,True
i have goosebumps 😢😢😢😢,True
Why am I here again?,True
Trailer &gt; Movie,True
"Literally, this trailer broke the internet",True
"WTH, I gotta watch this again!!!!",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=132"">2:12</a>",True
I wanna go back to opening night when I saw it just to relive how the theater screamed when Garfield jumped through that portal,True
Once in lifetime experience to watch this movie in theatre&#39;s that I missed I&#39;m never gonna forgive myself for that.,True
这是电影非常有意义的价值，人生有些无法重来,True
Un año de la película que nos dio más manija que nunca,True
Canon event,True
I’m still hype when I see the trailer😂,True
"I still shed tears of emotion, watching this trailer",True
"Don&#39;t, it&#39;s a canon event",True
June 2023. I got Nostalgia dude,True
Idc what anyone ever says this movie was the biggest event in spiderman history,True
Can’t believe it’s almost 2 years ago just felt like yesterday I remember getting hyped for this movie,True
That was his canon event!,True
1 year but why this part is not on netflix?,True
bro was trying to stop a canon event,True
I just can&#39;t wait for the next one🎉🎉,True
Watchin it even after 2 years gives me goosebumps🙃,True
"Anybody here after Spider-Man Across The Spider Verse? <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=161"">2:41</a>",True
Aphelia Ophelia,True
No one in the future will understand the hype around this movie,True
For those who don&#39;t know:- This movie was the outcome of 20 years of spider man  franchise.,True
"Esse dia foi foda, saudade do sentimentoss",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=137"">2:17</a>",True
This is how you do a trailer. Sublime,True
"Noted. Now, how about beginning.",True
The hype when this trailer dropped was immaculate,True
Memories 🥲,True
Re -release superhero movies in india,True
They should’ve switch electro for vulture IMO,True
Hindi and Punjabi dubbing of this movie will be dubbing by Shubman Gill.<br><br>￼,True
Hi,True
Hi,True
"I am leaving this comment here so after a month or a year when someone likes it, i get reminded of this masterpiece ❤",True
This is the tag team we&#39;ve been yearning for. This movie was legit fire 🔥💯,True
I can not describe the hype I was feeling while watching this trailer in November 2021.,True
Já vai fazer 2 anos e eu sinto a emoção desse trailer até hoje.<br>Simplesmente ABSURDO!,True
W0W!,True
Where Parker?,True
This is one of the fanticst movie ever,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=141"">2:21</a> ❤❤❤❤❤❤",True
💜,True
"Finale&#39;, 20 years, 8 Film&#39;s and ( May 3, 2002 - April 12, 2022 ), Tomorrow is my Anniversary with 1 year to Wednesday, April 12, 2023.",True
Next movie of Spiderman<br>&#39;Spider man don&#39;t have  bathroom&#39; 😂,True
Favourite movie of all time❤,True
1000/10 y god😎,True
It&#39;s been a year but still this trailer gives goosebumps 🥺🔥,True
"after seeing the trailer for across the spider-verse, it seems Miles is going through a similar situation that revolves around changing fate",True
Earth :199999,True
Can&#39;t wait,True
Back here after see into spiderverse trailer bcs miguel o&#39;hara 🤣,True
"They fked up in this movie, i thought they went back to the way things were at the end so how come may still died i thought theyd bring her back.",True
Cant wait for spiderman 4,True
2021,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=7"">0:07</a>",True
Where is Spider Gwen and Miles Morales?,True
I played fortnite<br>chapter 3 season 1 Spiderman mythics,True
QQWWEWDERWWERWEERSSDFSDDFWSEWWERWWERWWERRTSRTDFFTERTWWRTDERTEFTTSRTWERTWEERRWEERTDERRTTTDDRRTTSSERWEERWWEERTWERRTYERRTDRTGYEEFFDDFSSDFFGDFGDSDDSSDFFDFGSDSSSSDDFFFSSDFRTDDRWWERTRTYERTTEERTRTTYRT,True
Boruto:,True
The memories bro 😢,True
I&#39;ve still got the depression we need time back on the screen!!!!,True
"Watching a year later, and still get chills",True
"I still want to watch this movie, even though I already watched.",True
multiple decades to build this once in a lifetime HYPE!!!,True
QWWEERTYWERRTTYYUWERRTYHUUUWERRTYYWERRTTYYWERTGHHYJSDFFGHWEERTHWWEERRTTYYWWERRTTYUUUWWERTYYUQEERRTTYYUUWERTTYUUUUUUEEERRTTTHHHSEFRRTYYYERRRTTTYYYUUIWERTTYJJKKEERTYUUQEERTYUIOQWFTYUIPWWETYUIIPPWERTYUWERTYYUIOWERTYII8IWRRTYUUIWERTYUO WWEERRT5YYUDRTTYYUUUDFFGHHJJFGGHHJWERT5IIODFTGTYHUDRGGYRRRTTTYUUURRTTYUUURTTYERERTTUUIERRTTTYYUKKDFRGGYYHERRTHHHJJJKKRRTTYUUUJKKKKYH,True
WEDRRTWWERTTTYUUIWWRRTYUIWEERTYIWDDFGHHJJADFGGGHHJJKKDDFTTYUDEERGTTHJJEERRTTYSDFFGGHJWETTYUUIWERRTYJDERRTYEERTHHHJKORRTYYYUIIERRTYYRRFGGHEERTTYYUERTTYYJFGGHETTERRYYYKKLERRFGERGGHHWERTTUJFTGHJUDGHHJFGYHWERTTYUDRTTYFTTTYYUUERTYUIOTYUUUI,True
The masterpiece,True
History,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=162"">2:42</a> Your asshole after one sip of coffee",True
"Coming back to this banger, this is cinema",True
&quot;Peter...&quot;,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=136"">2:16</a> all the villains",True
Stg,True
Our children will not comprehend the impact of this movie…THIS WAS CINEMA,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=99"">1:39</a>",True
Wait it&#39;s 2023 already?,True
"To this day 2023 Feb 17 , <br>This was the last hyped Marvel Trailer and The Last Movie that actually delivered the hype it had and what the audience wanted",True
"This movie had sooooo much potential, till they only had three spider men for only 30 mins",True
Who&#39;s here before Ant man and the wasp:Quantumania?<br>👇,True
Idak tau ad t m,True
“I can’t save everyone” hits home everytime 😢,True
Anybody today,True
This came out in 17th of December 2021 God damn I feel like it came out a month ago and it&#39;s 2023 now,True
Overated,True
This wasn&#39;t just a movie.... it was an experience!,True
Sam rami director dism,True
I know the all parts of experience spider man.,True
W,True
Can anyone just the linked movies of it,True
SCOOBI DOO THIS CR@p,True
G.O.A.T,True
utter fkn drivel. bottom of the barrel,True
Spiderman no way home 2021,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=120"">2:00</a>",True
How I wish I could go back in time and witness this hype again,True
Just realised a week to him was like 5 years for us,True
The SpiderMan outfit looks like it was bought from the dollar store fs ! 🤣🤣🤣,True
Well Can I get Multiversal Movie of this Level?<br>I know DC is not badass Studio like marvel. I should not expect anything for me.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=91"">1:31</a>",True
lllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllloooooooooooooooooooooooooooooooooollllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,True
Wait a min<br>Didn&#39;t he died?,True
the hype was out of this world,True
hi,True
They were laughing 🥲 like he said &quot;Dr. Tutto Tottapius&quot;,True
1st rule abour marvel,True
Not forget to subscribe,True
1 year later this trailer still gives me goosebumps,True
The Hello Peter was something else ❤,True
Recuerdos de cuando espere ancioso a la película y me la spoilearon 😔,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=119"">1:59</a> Tobey Maguire Spider-Man",True
This movie is already nostalgia after a year ago,True
TAKE ME BAAAAACK!,True
Its been one year since this dream movie has been released,True
"and that&#39;s it, we&#39;re out of ideas",True
november 2021/december 2021 was peak fr,True
Feels like yesterday,True
Garbage,True
Cant believe this movie came out a year ago,True
"It&#39;s been a year,",True
<b>Hello Peter</b> it&#39;s been a year,True
1 year later in theter,True
It&#39;s been a year. What a movie!!,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=35"">0:35</a>",True
It&#39;s been 1 year still know the hype of the movie,True
It&#39;s been 1 year,True
One year of history ❤️🛐,True
One Year Since Masterpiece of Spiderman 💥,True
Same Hype after an year🔥💥,True
Been 1 year...damnnn,True
It&#39;s been 1️⃣ year since the movie released. G.O.A.T movie of Spiderman🕸️🔥❤️,True
One year of this masterpiece 💫,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a>",True
the future will never understand the hype for movies like no way home and endgame,True
It&#39;s still a biggest goosebumps this trailer,True
Can’t believe my dream was happened,True
"Everone saying they saw a glimce of electro and sandman<br><br><a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=136"">2:16</a> be like:",True
Damn how has it been a year since this came out,True
this movie was all of december 2021 vibes,True
<b>Best. Christmas. Movie</b>,True
Now I got it sam raimi made spiderman 1 2 and 3 because he wanted us to see this  masterpiece,True
Revelation 1:7❤❤❤,True
The future generations aren&#39;t gonna understand how hype this movie was,True
"Looking back on when this trailer came out, I felt the same nostalgia I felt with Tobey&#39;s movies",True
"I don’t want to be that fan, but ofc like always, we were robbed hella In this movie.",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=119"">1:59</a>",True
3 spider mans,True
It&#39;s been one year since the movie released and it&#39;s still a banger,True
OMG,True
cannot believe it&#39;s already been a year,True
I still get goosebumps while watching this trailer !,True
Time flies by so fast......one year......🥲,True
It’s been a year,True
I miss when we were all waiting for the trailer to drop 🥹,True
It’s been a year daddy…,True
This is realy a lifetime experience 💯,True
i wonder if tobey and andrew are gonna be in this movie,True
"film ini jadi film pertama gw nonton sama cewe yang gw suka di kelas, dan itu pertama kalinya juga gw nonton bioskop sama cewek dan dia jadi orang pertama ga bakal nyangka sih. 2021 bener bener tahun yang ga bisa dilupain momennya with si doi<br><br>- palembang 2022",True
"After all the leaks, all the hype, all the everything… this was a solid 8/10",True
it&#39;s been a year and this trailer STILL gets me hyped man,True
Spoiler alert 🚨 aunt May dies,True
Imagine the Spider man villains ran into the MCU powerhouses such as Scarlet witch or Thor when they arrived 💀 ☠️,True
People who don&#39;t care about marvel match this movie,True
1 year has passed since the trailer was released and I went offline still this movie is in My head👍🏻🔥,True
1 year since the biggest movie of all time released it&#39;s official trailer.,True
1 year ago,True
w,True
Bestest movie ever created.,True
Damn I still miss these days! It was such a vibe daaaaaaamn,True
"damn, it&#39;s been a year",True
I still can’t believe that this masterpiece came out a year ago it felt like yesterday,True
ONE YEAR DAMN,True
I&#39;m after 1 year,True
1 year already?!,True
Cant believe this happened a year ago yesterday,True
This was released 1 year ago😲,True
1 Year Ago 😮,True
How time flies😓,True
One year ago💜,True
excatly a year ago❤️‍🩹,True
Can&#39;t believe it&#39;s been a year now remember waiting with my friends for the trailer to drop,True
"1 year ago today, doesn’t seem like it tho",True
Taday Mark&#39;s One Year Of This Masterpiece&#39;s Trailer Release..,True
It’s been one year already 🥹🥹,True
"I Still remember the day  1 year ago waiting for this trailer badly,everyone was spaming on this channel that we want no way home trailer and when the trailer came It crossed 600k views in 2 minutes and I took the screenshot of it.<br>The hype for this movie was something a lifetime experience🙂",True
One year of this masterpiece 🔥🔥🔥,True
a year ago🕷️🕸️,True
1 year ago today🤞,True
A year ago 😭,True
A year ago today🥹,True
A year ago,True
It&#39;s been a year,True
1 Year 51 Minutes,True
ya un año de esto aun recuerdo que estaba emocionado❤️,True
"1 year ago, this trailer was released, can’t believe this.",True
Today one year ago,True
can&#39;t believe it&#39;s been a year,True
Hace un año....,True
"Its already been a year, damn.",True
1 year ago dam,True
I can&#39;t believe it&#39;s already been a year 🥲,True
1 ano que eu explodia de tanta felicidade cara 😭💖,True
Can&#39;t believe 1 year has passed since this trailer dropped 😳,True
Can&#39;t believe it&#39;s been a year already 💀,True
Can’t believe it’s been <b>ONE YEAR</b> since this trailer. I still remember the hype..,True
One year ago.,True
Who’s here for 1 year,True
"I thought venom would be in this movie, and i thought goblin would actually turn into a goblin monster😂",True
It has been one year since the release of this godly trailer,True
No way this was a year ago..,True
I miss the hype..😢…. Anyone else?… 😔,True
Again here 🥺❤️,True
I can&#39;t believe it&#39;s been a year now 🥺💔✨...,True
Omg andrew could never-,True
No way it’s been ab a year,True
No one can beat marvel Studios 🥱✋,True
"Here 11 months later, this trailer makes me realize that this movie would of been so hype even without tobey and andrew",True
Miss the hype for this movie 😭😭,True
I feel blessed that I went to watch this in cinema❤️,True
What is the background music name?,True
"Joder, ya casi un año",True
nostalgia hitting my head,True
No way,True
💯,True
"Still to this day, this trailer gives me chills",True
A year ago whoa,True
💖💖💖💖💖💖💖👍🇮🇳,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=117"">1:57</a>",True
"(<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=123"">2:03</a>)",True
I remember when I was waiting for this trailer and watched it about 100 times when it dropped. I was at work 😶,True
I wanna go back in time!,True
&quot;OH MY GOD ITS ALFRED MOLINA-&quot;,True
Thank you Ant-Man!,True
I just wish we could go back in time to see the hype,True
spider man,True
damn it&#39;s almost a year,True
Оставлю комент на память,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=123"">2:03</a> Tap to Get the Goosebumps",True
Why J Johna jameson (the daily bugle reporter) doesn&#39;t went back to his universe..he is still present in this universe. How&#39;s this possible? Anyone knows??,True
This trailer in October 2022 😭😭😭,True
eso tilin,True
Pls re release this again b4 the release of spiderman across the spiderverse in Sri lanka!<br>Pls consider!!!<br>Coz there wasn&#39;t a big re release (extended funstuff version)missed this movie twice😭😭😭,True
My friend Kylie loves Tom Holland,True
Is Venom in this trailer?,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=76"">1:16</a> RIP CNN 🥀",True
I have watched spiderman no way home,True
I’ve watched this movie 6 times and the trailer like about a billion yet it never absolutely never gets old,True
İzlediğim en iyi ilk 3 filmlere girer,True
Cant wait for this movie,True
Why am I here,True
Why are Tobey and andrew garfield not in the trailer,True
Next movies:<br>Spider-Man Home Alone<br>Spider-Man Homeward Bound<br>Spider-Man Daylight Come And He Wanna Go Home,True
I keep coming back to watch this trailer 😂,True
We want hulk no way home<br>What we got:,True
Hola negros,True
I don&#39;t kno Hy they&#39;de involve romance in heroes movies . They ruined it,True
I think only deadpool 3 has chances to beat this movie.<br>&quot;With Ryan Reynold and Hugh Jackman&quot;,True
I still felt goosebumps whenever I recall the day i was going to watch NWH,True
Ola,True
My favourite MCU movie 😍,True
The emotions this movie gave me😭,True
I tried to know nothing about this film before I saw it.  Thankfully I didn&#39;t and what a surprise!!!!,True
Anyone watching this in 2022...🙂 can&#39;t believe that nwh era overed.,True
Spiderman is the best✨,True
"Watching this trailer one year after the release , still get me goosebumps",True
How like the spider man do like in this comment,True
We want malayalam dubbe🥲,True
IM WATCHING THIS TODAY,True
I teared when I Tobey showed up in the movie.,True
77.693.505views,True
™warner boooolka,True
Can they make a trailer with all 3 peters now??????,True
This movie is still in my local theater after 10 months,True
3 heroes of Spider-Man is coming. And there are 5 Villains is coming too.,True
Who here after seeing spiderman no way home again in theater....,True
Garbage movie.,True
God Loves You All❤️✝️✝️❤️,True
Abt a year ago I was so hyped to see nwh. Now I’m hyped to see the extended version,True
They forgot Andrew and tobey,True
I like how the trailers didn’t reveal Tobey Maguire and Andrew Garfield Spider-Man  to keep the suspense,True
Man the day I went to see it was a day I will never ever forget,True
Why are Canadian theatres opening this movie again yet it’s old🤔,True
Why is this back in theaters again?,True
I am thinking about going to see the extended version in a theatre today for $3,True
Who&#39;s Waiting for Sep 02 ! Indian Fans! Spider Man No Way home: Extended!,True
👌,True
I want the Monkees,True
Y is this not on Netflix yet???!!,True
Is Back Spiderverse,True
Damn the amount of Respect you could actually feel for TOBEY from Dr.Oct one liner “Youre not Peter Parker!”,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=37"">0:37</a>",True
Sean,True
I like the movie,True
Can this movie come to Bangladesh,True
Watching after the movie is farrrrr from out and this still gives me shivers,True
Miss those times🥺,True
This movie was truly a masterpiece and I cannot wait to see what SONY does with Spider-Man in the future.,True
I want the Monkees,True
It is very emotional 😭😭,True
"On Sep 2 , Its coming back🔥",True
اهخ فلمي المفضل وشخصيتي المفضله ومممثلي المفضل مافي عمل يتعدا هالفلم بقلبي,True
I like how they edited out the part with Lizard getting punched by air,True
This movie is a once in a lifetime experience 😭,True
I Watch This Because of Toby Maguire,True
Will they come ?,True
<i>I </i><b><i>jizzed</i></b><i> in theaters.</i>,True
This movie is definition of Nostalgia 💯💯💯,True
Didn’t this video had 78M views?<br>How the f did get lower???,True
A fuckery this💯,True
Who writes this junk..so when did Spiderman go to college and start carrying a cell phone this is for Dorks,True
This movie was an era of marvel that was a once in a life time experience.,True
The hand that was gonna catch MJ gave it all away,True
I think in the next Spiderman we get introduced to Miles Morales,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=155"">2:35</a>",True
Spider-Man 2 release it,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a>",True
If there&#39;s going to be another spider man remake in the future  they should make it into a tv show. This the third remake,True
1,True
❤️❤️,True
❤️❤️,True
Uu ❤️❤️❤️,True
❤️❤️,True
❤️❤️,True
The hype for this movie was on Infinity War level,True
no subtitles so i have no idea what&#39;s going on,True
Still goosebumps 🔥🔥🔥🔥,True
Spiderman 4 is coming with tobey maguire,True
"If everyone comes from multiverse who knows Peter Parker is Spiderman than, why not mj, Eddy Brock,Gwen,harry,Gwen father???",True
Tobey Tobey Tobey 🖤✨🔥infact every one in theaters are shouting in his entry ⚡,True
Watched it at 8 in the morning after I woke up when it was released 🔥... still getting chills...what a time it was ❤️,True
Im now in 2022 i watched it,True
"the day this trailer came out, everyone went nuts.",True
2022 anyone?,True
King,True
Spider-Man always been my hero 🥲🔥,True
Inpossble,True
How,True
"Finally watched this &quot;film&quot;.<br>Wow. What a ... &quot;thing&quot; this is, that was made.",True
What a load of cr@p 😂,True
Quién lo ve después de que se anunció la versión extendida...,True
Es increíble como he visto la película miles de veces y el tráiler me sigue dando escalofríos,True
For you Nickelodeon fans:<br>Chase (PAW Patrol: The Movie) - Tom<br>Ryder or Skye (PAW Patrol: The Movie) - MJ<br>Liberty (PAW Patrol: The Movie) - Ned<br>Splinter (TMNT)<br><br><br><br><br><br><br><br>Aang (AVATAR: The Last Airbender) - Andrew<br>SpongeBob SquarePants - Tobey,True
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a>",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=140"">2:20</a> la mejor Parte",True
What a days !,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=85"">1:25</a>",True
Even after watching the movie this trailer is amazzzziiinnng,True
That&#39;s all ur fault peter,True
i watched that in netflix,True
<b>SINISTER SIX</b>,True
One word to describe this film &quot;MASTERPIECE&quot;😭,True
spiderman is like Abraham Lincoln,True
&quot;Scooby-do this crap&quot;<br>I am going to cringe my spine out of my body,True
So Jamseon is always attacking Spiderman yet he&#39;s not saying shiat against Thor or the others.<br>Guess its easier to pick on Spidy than a God.,True
No like my comment 😭😭😭😭,True
Who&#39;s here after watching the movie over and over again,True
No way dog🤮🤢🤪,True
This isn&#39;t just a movie. It&#39;s CINEMA.,True
this spiderman version is the dumbest,True
"Doctor: I am giving you a time machine that can be used 2 times 1 go to go to the time you want to go to, and 1 go to get back to this time.<br>Me: I&#39;m going to December 1st<br>Doctor: Why?<br>Me: Spiderman no way home and Christmas🙂",True
meh,True
Tobey and Andrew was not in no way home trailer,True
🤩🤩🤩🤩,True
JUNGKOO NETFLIX ANDRÉ UNGKOO k BTSMIX,True
Ask anyone a decade ago that something like this would happen. They’d think you’re nuts!,True
Hdhfhf,True
I want the Monkees,True
Chomo,True
I want the Monkees,True
Coming here almost eight months after the trailer dropped. Still get chills watching it. I wish we could relive the hype.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=37"">0:37</a>/<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=56"">0:56</a>/<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=62"">1:02</a>/<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=129"">2:09</a>+<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=131"">2:11</a>/<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=151"">2:31</a>",True
This ending is so sad😭😭,True
People asks why we won&#39;t get lots of cheers in Marvel movies nowadays after no way home.... <br>I say them this....<br><br><br>Marvel don&#39;t give what people want...<br>People wanted all Spiderman in the multiverse ... Sony gave them..,True
On hacker heat a danger,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=120"">2:00</a>",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=118"">1:58</a>",True
"I cried butterfly tears 10,395 times.",True
When nwh was abt to release i watched this trailer litr like 1000 times not even joking,True
after the I saw the movie all i could think is about the next one,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=162"">2:42</a>",True
"You know what, I&#39;m still hyped for this movie 😍",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=154"">02:34</a> the BGM music from here still gives me goosebumps!",True
Wow💖,True
я обожнюю цю частину людини павука,True
I remember this when I was going home from school and I saw this trailer and my mind was blown when I saw this trailer,True
I cied wnen ant may died 😭😭😭😭😭😭😭,True
ZENDAYA!!!!!!!!!!,True
3.34,True
Some may forget but not us,True
I still watch this trailer 🔥🔥,True
But max didn&#39;t know that spider man is peter parker,True
SPIDDER NO WAY HOME,True
Next movie name it back yard of my house,True
I already miss the No Way Home hype in the theaters,True
Just imagine: This Movie almost didn‘t happen.,True
Will there be next spider man movie tooo .And will mj remember Peter,True
6/10,True
Legend see June 2022 👍,True
"from <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=6"">0:06</a> it looks like peter is from GTA",True
🇺🇦🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪,True
"I&#39;ve seen the movie like a 100 times, but it still gives goosebumps while watching this trailer. I&#39;m saying this in 11/6/2022",True
I have seen this 50 times,True
Nostalgia hits hard😣,True
Rasel ail Khan Bangladesh 🎥🍿,True
JUNGKOO kkk de uma vez a ANDRE UNGKOO k BTSMIX ANDRE UNGKOO k BTSMIX ANDRÉ JUNGKOO NETFLIX ANDRE,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=3"">0:03</a>",True
Multivers festival begins.,True
This movie felt like it was written by Twitter.,True
100000000000000000000000000000,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a>",True
I hope there is part 2 on this.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=104"">1:44</a>",True
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=142"">2:22</a> there were three spiderman in the movie but there is only one in the trailer 🎥🎦",True
…,True
Buset. 75 juta views. Parah.,True
Don’t ask who is here in 2022 2023 2027 2177 we ALLLL COMING TO SEE THIS. !! Tik we collapsed,True
With no home comes no responsibilities.,True
WHAT A NICEEEEEEEE MOVIE😭😭😭😭,True
God tier movie,True
There is  no stanlee to see this<br>Don&#39;t copy this comment,True
"bro, imposer",True
I cant wait to see shaggy and the gang in Spider-Man Scooby doo ate our way home,True
JUNGKOO kkk de uma vez a ANDRÉ JUNGKOO NETFLIX ANDRE UNGKOO k,True
This video is 6 months now🥲,True
Spider-Man/Sonic the Hedgehog: No Way Home,True
1: Ben 10: No Way Home<br>2: Godzilla vs Kong: No Way Home<br>3: My Hero Academia: No Way Home<br>4: Sonic the Hedgehog: No Way Home,True
JUNGKOO NETFLIX ANDRÉ UNGKOO k BTSMIX ANDRE UNGKOO k BTSMIX ANDRÉ JUNGKOO NETFLIX ANDRE,True
"(esto parece SPAM, pero es necesario dejar claro esto a quien le llegue) si la pedofilia es la perdida del instinto partenal en hombres hacia mujeres menores de edad e incluso niñas, y en mujeres es la perdida del instinto materno cuando su atraccion esta fijada en niños pequeños, es ilegal, inmoral, incorrecto, y aunque duele que sea valido en casos extremos de malestar (porque no hay otra opcion visible), es mejor no alimentar eso. Desde esta misma analogia, la persona que fue zoofilico, es practicamente la perdida de la aptitud y capacidad reproductoria de ese humano o humana, y ambas cosas estan mal, Mejoren sus conductas, aprendan de la ciencia, el daño es irreversible, pero puede reconstruirse solo si aprende a gestionarse bien como persona, sera funcional, esto va tanto para personas que han sido victimas como para victimarios (los cuales deberian ser creativos y buscar una solucion ingeniosa que no implique lastimar a otr@)",True
Next level🔥🔥🔥,True
anyone over the age of 5 who unironically enjoys these &quot;films&quot; should be sterilised,True
Wow!!!!!!!!¡!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!👍👍👍,True
"update I just seen this now, and probably the movie seen Thor Ragnorok ...",True
D,True
Spider man lost home,True
I watch this movie and then I watch trailer😅,True
pou le gana,True
M-M-M-M-MID!,True
I hope tobey maguire is in this movie,True
Infinity War and No Way Home are masterpieces,True
bwuh craziest moment of my life,True
Can I please uplode spider man no way home on YouTube,True
Spider Man: Be back home before 10,True
Imagine if they showed Tobey and Andrew landing there and they all leaped to attack them. Everyone watching this trailer would&#39;ve had a heart attack,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=128"">2:08</a>",True
"H E L L O   P E T E R<br><a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=51"">0:51</a><br><br>When he said that it remind me of the <br><br>SURPRISE MOTHERFVCKER",True
Tu eres Peter porker 🥵,True
Around the planet,True
5 months later and this trailer still gets me hyped up!,True
Why tobey and andrew are not here?,True
Spiderman one of my favourite movie characters💝❤️,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=136"">2:16</a>",True
STREAM BUTYOU MV any iKON,True
This movie was mid,True
Anyone back here after Multiverse of Madness?,True
Please someone ask MCU to getting out spiderman by the neck from Marvel Cinematic Universe. He is just a headache for everyone. 😡😡,True
